giver,receiver,amt,time,bout_id
1,22,2,2,
1,22,2,2,1.0
1,26,2,2,
1,26,2,2,1.0
1,40,2,2,
1,40,2,2,1.0
1,34,2,2,
1,34,2,2,1.0
40,15,2,2,
40,15,2,2,1.0
15,37,2,2,
15,37,2,2,1.0
37,21,2,2,
37,21,2,2,1.0
21,13,2,2,
21,13,2,2,1.0
1,42,2,2,
1,42,2,2,1.0
1,40,2,3,
1,40,2,3,2.0
1,35,2,3,
1,35,2,3,2.0
35,43,2,3,
35,43,2,3,2.0
40,21,2,3,
40,21,2,3,2.0
21,3,2,3,
21,3,2,3,2.0
1,30,2,4,
1,30,2,4,2.0
1,35,2,4,
1,35,2,4,2.0
35,41,2,4,
35,41,2,4,2.0
30,40,2,4,
30,40,2,4,2.0
40,21,2,4,
40,21,2,4,2.0
21,23,2,4,
21,23,2,4,2.0
23,37,2,4,
23,37,2,4,2.0
37,31,2,4,
37,31,2,4,2.0
31,42,2,4,
31,42,2,4,2.0
1,33,2,4,
1,33,2,4,3.0
1,7,2,4,
1,7,2,4,3.0
1,17,2,4,
1,17,2,4,3.0
13,19,2,5,
13,19,2,5,3.0
1,40,2,5,
1,40,2,5,3.0
40,31,2,5,
40,31,2,5,3.0
31,0,2,5,
31,0,2,5,3.0
1,21,2,5,
1,21,2,5,4.0
1,27,2,5,
1,27,2,5,4.0
1,30,2,5,
1,30,2,5,4.0
1,4,2,5,
1,4,2,5,4.0
1,37,2,5,
1,37,2,5,4.0
37,40,2,6,
37,40,2,6,4.0
40,35,2,6,
40,35,2,6,4.0
30,33,2,6,
30,33,2,6,4.0
1,29,2,6,
1,29,2,6,4.0
21,38,2,6,
21,38,2,6,4.0
35,30,2,6,
35,30,2,6,4.0
30,31,2,6,
30,31,2,6,4.0
1,26,2,6,
1,26,2,6,5.0
1,13,2,6,
1,13,2,6,5.0
13,23,2,6,
13,23,2,6,5.0
1,40,2,7,
1,40,2,7,5.0
40,30,2,7,
40,30,2,7,5.0
31,37,2,7,
31,37,2,7,5.0
23,31,2,7,
23,31,2,7,5.0
30,42,2,7,
30,42,2,7,5.0
31,19,2,7,
31,19,2,7,5.0
37,40,2,7,
37,40,2,7,5.0
40,23,2,7,
40,23,2,7,5.0
1,15,2,7,
1,15,2,7,5.0
1,35,2,8,
1,35,2,8,5.0
35,26,2,8,
35,26,2,8,5.0
15,11,2,8,
15,11,2,8,5.0
1,7,2,9,
1,7,2,9,6.0
1,21,2,9,
1,21,2,9,6.0
1,42,2,10,
1,42,2,10,6.0
21,27,2,10,
21,27,2,10,6.0
1,13,2,10,
1,13,2,10,6.0
13,37,2,10,
13,37,2,10,6.0
37,15,2,10,
37,15,2,10,6.0
1,23,2,10,
1,23,2,10,7.0
1,19,1,10,
1,19,1,10,7.0
15,25,2,10,
15,25,2,10,7.0
23,33,2,10,
23,33,2,10,7.0
1,23,2,12,
1,23,2,12,8.0
23,37,2,12,
23,37,2,12,8.0
37,13,2,12,
37,13,2,12,8.0
13,10,2,12,
13,10,2,12,8.0
1,34,2,12,
1,34,2,12,8.0
1,35,2,12,
1,35,2,12,8.0
1,15,2,12,
1,15,2,12,8.0
35,7,2,12,
35,7,2,12,8.0
15,21,2,12,
15,21,2,12,8.0
21,15,2,12,
21,15,2,12,8.0
1,36,2,12,
1,36,2,12,8.0
15,26,2,12,
15,26,2,12,8.0
1,33,2,13,
1,33,2,13,9.0
1,40,2,13,
1,40,2,13,9.0
1,17,2,13,
1,17,2,13,9.0
40,34,2,14,
40,34,2,14,9.0
1,35,2,14,
1,35,2,14,9.0
35,13,2,14,
35,13,2,14,9.0
13,27,2,14,
13,27,2,14,9.0
1,21,2,14,
1,21,2,14,10.0
21,11,2,14,
21,11,2,14,10.0
1,23,2,14,
1,23,2,14,10.0
23,36,2,14,
23,36,2,14,10.0
1,26,2,14,
1,26,2,14,10.0
1,30,2,14,
1,30,2,14,10.0
30,31,2,14,
30,31,2,14,10.0
1,7,2,14,
1,7,2,14,10.0
1,40,2,14,
1,40,2,14,10.0
40,21,2,15,
40,21,2,15,10.0
31,8,2,15,
31,8,2,15,10.0
