giver,receiver,amt,time,bout_id
1,59,2,2,
1,59,2,2,1.0
1,60,2,2,
1,60,2,2,1.0
60,49,2,2,
60,49,2,2,1.0
1,41,1,2,
1,41,1,2,1.0
41,56,1,2,
41,56,1,2,1.0
59,25,2,2,
59,25,2,2,1.0
25,37,2,2,
25,37,2,2,1.0
56,21,1,2,
56,21,1,2,1.0
21,8,1,2,
21,8,1,2,1.0
1,40,2,2,
1,40,2,2,2.0
1,22,2,2,
1,22,2,2,2.0
22,33,2,2,
22,33,2,2,2.0
1,60,2,3,
1,60,2,3,2.0
33,14,2,3,
33,14,2,3,2.0
1,59,2,3,
1,59,2,3,2.0
60,61,2,3,
60,61,2,3,4.0
2,53,2,3,
2,53,2,3,4.0
9,7,2,3,
9,7,2,3,4.0
59,25,2,3,
59,25,2,3,4.0
2,41,2,3,
2,41,2,3,4.0
9,55,2,3,
9,55,2,3,4.0
2,35,2,3,
2,35,2,3,4.0
41,30,2,3,
41,30,2,3,5.0
1,22,2,3,
1,22,2,3,5.0
22,11,2,3,
22,11,2,3,5.0
25,52,2,3,
25,52,2,3,5.0
1,71,2,3,
1,71,2,3,8.0
46,20,2,4,
46,20,2,4,8.0
9,0,1,4,
9,0,1,4,8.0
46,21,2,4,
46,21,2,4,8.0
46,7,2,4,
46,7,2,4,8.0
21,63,2,4,
21,63,2,4,8.0
15,16,2,4,
15,16,2,4,8.0
48,37,2,4,
48,37,2,4,8.0
2,17,2,4,
2,17,2,4,8.0
15,43,2,4,
15,43,2,4,8.0
1,12,2,4,
1,12,2,4,8.0
15,26,2,4,
15,26,2,4,8.0
52,64,2,4,
52,64,2,4,8.0
64,60,2,4,
64,60,2,4,8.0
60,25,2,4,
60,25,2,4,8.0
15,28,2,4,
15,28,2,4,8.0
2,40,2,4,
2,40,2,4,8.0
48,56,2,4,
48,56,2,4,8.0
20,8,2,5,
20,8,2,5,9.0
2,41,2,5,
2,41,2,5,9.0
48,52,2,5,
48,52,2,5,9.0
48,64,2,5,
48,64,2,5,9.0
2,27,2,5,
2,27,2,5,9.0
15,33,2,5,
15,33,2,5,9.0
56,32,2,5,
56,32,2,5,9.0
33,70,2,5,
33,70,2,5,9.0
9,33,2,5,
9,33,2,5,9.0
52,71,2,5,
52,71,2,5,9.0
1,60,2,5,
1,60,2,5,9.0
33,24,2,5,
33,24,2,5,9.0
9,21,2,5,
9,21,2,5,9.0
32,6,2,5,
32,6,2,5,9.0
21,57,2,5,
21,57,2,5,9.0
60,3,2,5,
60,3,2,5,9.0
1,40,2,5,
1,40,2,5,9.0
2,20,2,5,
2,20,2,5,9.0
2,67,2,5,
2,67,2,5,9.0
46,56,2,5,
46,56,2,5,9.0
9,41,2,5,
9,41,2,5,9.0
56,61,2,5,
56,61,2,5,9.0
20,22,2,5,
20,22,2,5,9.0
2,33,2,6,
2,33,2,6,9.0
41,14,2,6,
41,14,2,6,9.0
33,54,2,6,
33,54,2,6,9.0
9,25,2,6,
9,25,2,6,9.0
9,7,2,6,
9,7,2,6,10.0
41,56,2,6,
41,56,2,6,10.0
56,23,2,6,
56,23,2,6,10.0
46,20,2,6,
46,20,2,6,10.0
20,21,2,7,
20,21,2,7,10.0
21,8,2,7,
21,8,2,7,10.0
2,35,2,7,
2,35,2,7,10.0
25,32,2,7,
25,32,2,7,10.0
2,41,1,7,
2,41,1,7,10.0
32,52,2,7,
32,52,2,7,10.0
46,40,2,7,
46,40,2,7,10.0
46,12,2,7,
46,12,2,7,10.0
46,33,2,7,
46,33,2,7,10.0
46,22,2,7,
46,22,2,7,10.0
52,59,2,7,
52,59,2,7,10.0
46,8,2,7,
46,8,2,7,10.0
59,67,2,7,
59,67,2,7,10.0
33,34,2,7,
33,34,2,7,10.0
1,0,2,8,
1,0,2,8,11.0
22,21,2,8,
22,21,2,8,11.0
1,57,2,8,
1,57,2,8,11.0
9,20,2,8,
9,20,2,8,11.0
9,59,2,8,
9,59,2,8,11.0
1,60,1,8,
1,60,1,8,11.0
9,45,2,8,
9,45,2,8,11.0
59,61,2,8,
59,61,2,8,11.0
9,65,2,8,
9,65,2,8,11.0
60,7,1,8,
60,7,1,8,11.0
41,35,1,8,
41,35,1,8,11.0
20,32,2,8,
20,32,2,8,11.0
21,25,2,8,
21,25,2,8,11.0
25,24,2,8,
25,24,2,8,12.0
2,17,2,8,
2,17,2,8,12.0
9,60,2,9,
9,60,2,9,12.0
2,57,1,9,
2,57,1,9,12.0
9,56,2,9,
9,56,2,9,12.0
56,21,2,9,
56,21,2,9,12.0
21,59,2,9,
21,59,2,9,12.0
9,56,2,9,
9,56,2,9,12.0
56,64,2,9,
56,64,2,9,12.0
64,40,2,9,
64,40,2,9,12.0
59,71,2,9,
59,71,2,9,12.0
9,20,2,9,
9,20,2,9,12.0
60,30,2,9,
60,30,2,9,12.0
9,41,2,9,
9,41,2,9,12.0
41,28,2,9,
41,28,2,9,12.0
20,33,2,9,
20,33,2,9,12.0
1,22,2,9,
1,22,2,9,13.0
1,7,2,10,
1,7,2,10,13.0
9,60,2,10,
9,60,2,10,13.0
33,66,2,10,
33,66,2,10,13.0
60,52,2,10,
60,52,2,10,13.0
1,41,2,10,
1,41,2,10,14.0
1,64,2,10,
1,64,2,10,14.0
52,8,2,10,
52,8,2,10,14.0
41,59,2,10,
41,59,2,10,14.0
9,24,2,10,
9,24,2,10,14.0
1,33,2,10,
1,33,2,10,14.0
1,20,2,11,
1,20,2,11,14.0
64,12,2,11,
64,12,2,11,14.0
20,25,2,11,
20,25,2,11,14.0
1,30,1,11,
1,30,1,11,14.0
33,62,2,11,
33,62,2,11,14.0
59,32,2,11,
59,32,2,11,14.0
25,45,2,11,
25,45,2,11,14.0
32,33,2,11,
32,33,2,11,14.0
9,52,2,11,
9,52,2,11,14.0
52,56,2,11,
52,56,2,11,14.0
56,61,2,11,
56,61,2,11,14.0
33,34,2,11,
33,34,2,11,14.0
9,21,2,11,
9,21,2,11,14.0
9,64,2,11,
9,64,2,11,14.0
9,52,2,11,
9,52,2,11,14.0
9,41,2,11,
9,41,2,11,14.0
41,59,2,11,
41,59,2,11,14.0
64,60,2,11,
64,60,2,11,14.0
46,0,2,12,
46,0,2,12,14.0
59,49,2,12,
59,49,2,12,14.0
42,35,2,12,
42,35,2,12,14.0
60,41,2,12,
60,41,2,12,14.0
52,8,2,12,
52,8,2,12,14.0
46,66,2,12,
46,66,2,12,14.0
41,60,2,12,
41,60,2,12,14.0
42,70,2,12,
42,70,2,12,14.0
21,20,2,12,
21,20,2,12,14.0
20,32,2,12,
20,32,2,12,14.0
42,52,1,12,
42,52,1,12,14.0
46,59,1,12,
46,59,1,12,15.0
60,53,2,12,
60,53,2,12,15.0
9,25,2,12,
9,25,2,12,15.0
59,60,1,13,
59,60,1,13,15.0
42,12,2,13,
42,12,2,13,15.0
9,22,2,13,
9,22,2,13,15.0
42,28,2,13,
42,28,2,13,15.0
25,45,2,13,
25,45,2,13,15.0
32,20,2,13,
32,20,2,13,15.0
20,59,2,13,
20,59,2,13,15.0
46,64,2,13,
46,64,2,13,15.0
9,40,2,13,
9,40,2,13,15.0
60,25,1,13,
60,25,1,13,15.0
9,60,2,13,
9,60,2,13,15.0
64,20,2,14,
64,20,2,14,15.0
9,40,2,14,
9,40,2,14,15.0
42,35,2,14,
42,35,2,14,15.0
20,30,2,14,
20,30,2,14,15.0
60,67,2,14,
60,67,2,14,15.0
22,71,2,14,
22,71,2,14,15.0
9,52,2,14,
9,52,2,14,15.0
25,7,1,14,
25,7,1,14,15.0
59,64,2,14,
59,64,2,14,15.0
46,22,1,14,
46,22,1,14,15.0
64,59,2,14,
64,59,2,14,15.0
42,41,2,14,
42,41,2,14,15.0
42,21,2,15,
42,21,2,15,15.0
42,25,2,15,
