wasp_id,cell_id,amt,time,bout_id
20,3,2,2,
20,3,2,2,1.0
14,15,2,2,
14,15,2,2,1.0
4,2,2,2,
4,2,2,2,1.0
17,15,2,2,
17,15,2,2,2.0
23,166,2,2,
23,166,2,2,2.0
9,173,2,2,
9,173,2,2,2.0
18,1,4,2,
18,1,2,4,4.0
14,14,4,2,
14,14,2,4,4.0
24,2,4,2,
24,2,2,4,4.0
25,23,4,2,
25,23,2,4,4.0
23,8,4,1,
23,8,1,4,4.0
11,6,4,2,
11,6,2,4,4.0
4,2,5,2,
4,2,2,5,4.0
19,159,5,1,
19,159,1,5,4.0
17,174,5,2,
17,174,2,5,4.0
15,164,5,2,
15,164,2,5,5.0
10,164,5,2,
10,164,2,5,5.0
26,1,6,2,
26,1,2,6,7.0
25,15,7,2,
25,15,2,7,8.0
18,1,7,1,
18,1,1,7,8.0
17,16,7,2,
17,16,2,7,8.0
4,2,7,2,
4,2,2,7,8.0
19,1,7,1,
19,1,1,7,8.0
10,0,7,1,
10,0,1,7,9.0
23,14,7,2,
23,14,2,7,9.0
0,180,8,2,
0,180,2,8,9.0
24,2,8,2,
24,2,2,8,9.0
26,1,9,2,
26,1,2,9,9.0
20,3,9,2,
20,3,2,9,9.0
19,159,9,2,
19,159,2,9,9.0
15,189,9,2,
15,189,2,9,9.0
1,2,9,2,
1,2,2,9,9.0
4,2,9,2,
4,2,2,9,9.0
23,172,9,1,
23,172,1,9,9.0
25,2,10,2,
25,2,2,10,9.0
3,2,10,2,
3,2,2,10,9.0
18,1,10,1,
18,1,1,10,9.0
10,164,11,2,
10,164,2,11,9.0
26,1,11,2,
26,1,2,11,9.0
1,2,12,2,
1,2,2,12,10.0
25,2,12,2,
25,2,2,12,10.0
24,2,12,2,
24,2,2,12,11.0
17,3,12,2,
17,3,2,12,11.0
5,3,12,2,
5,3,2,12,11.0
4,1,12,2,
4,1,2,12,11.0
18,1,13,2,
18,1,2,13,11.0
10,13,13,2,
10,13,2,13,11.0
14,13,13,2,
14,13,2,13,11.0
4,1,14,2,
4,1,2,14,11.0
8,171,14,2,
8,171,2,14,12.0
23,1,14,2,
23,1,2,14,12.0
18,1,14,2,
18,1,2,14,12.0
17,16,14,2,
17,16,2,14,12.0
9,32,15,2,
9,32,2,15,12.0
19,15,15,2,
19,15,2,15,12.0
24,1,15,2,
24,1,2,15,12.0
25,2,15,2,
25,2,2,15,12.0
26,1,16,1,
26,1,1,16,12.0
23,1,16,2,
23,1,2,16,12.0
17,8,16,2,
17,8,2,16,12.0
18,1,16,2,
18,1,2,16,12.0
4,1,16,2,
4,1,2,16,13.0
25,2,17,2,
25,2,2,17,13.0
1,1,17,2,
1,1,2,17,13.0
5,167,17,2,
5,167,2,17,13.0
19,14,17,2,
19,14,2,17,13.0
3,167,18,2,
3,167,2,18,13.0
4,1,18,1,
4,1,1,18,13.0
23,165,18,1,
23,165,1,18,13.0
24,2,18,2,
24,2,2,18,13.0
17,158,19,2,
17,158,2,19,14.0
1,159,19,1,
1,159,1,19,14.0
3,167,20,2,
3,167,2,20,15.0
18,2,20,2,
18,2,2,20,15.0
26,1,20,2,
26,1,2,20,15.0
25,2,20,2,
25,2,2,20,15.0
20,2,20,2,
20,2,2,20,15.0
11,180,21,2,
11,180,2,21,16.0
24,174,21,2,
24,174,2,21,16.0
1,159,21,2,
1,159,2,21,16.0
17,0,21,2,
17,0,2,21,16.0
8,158,21,2,
8,158,2,21,16.0
16,159,22,2,
16,159,2,22,17.0
18,160,22,2,
18,160,2,22,17.0
23,15,22,2,
23,15,2,22,17.0
26,1,22,2,
26,1,2,22,17.0
25,2,23,2,
25,2,2,23,17.0
4,1,23,2,
4,1,2,23,17.0
24,174,24,2,
24,174,2,24,18.0
17,0,24,2,
17,0,2,24,18.0
23,23,24,2,
23,23,2,24,18.0
4,1,24,2,
4,1,2,24,18.0
5,3,24,2,
5,3,2,24,19.0
1,159,24,2,
1,159,2,24,19.0
26,2,25,2,
26,2,2,25,19.0
1,159,25,2,
1,159,2,25,19.0
25,2,26,2,
25,2,2,26,19.0
18,16,26,2,
18,16,2,26,19.0
17,0,26,2,
17,0,2,26,19.0
11,32,26,2,
11,32,2,26,19.0
4,1,26,2,
4,1,2,26,20.0
18,16,27,2,
18,16,2,27,20.0
1,159,27,2,
1,159,2,27,20.0
2,160,28,1,
2,160,1,28,20.0
26,2,28,2,
26,2,2,28,20.0
24,174,28,2,
24,174,2,28,20.0
5,3,28,2,
5,3,2,28,20.0
17,0,28,2,
17,0,2,28,20.0
25,2,28,2,
25,2,2,28,20.0
18,8,29,2,
18,8,2,29,20.0
4,1,29,2,
4,1,2,29,20.0
1,159,29,2,
1,159,2,29,20.0
5,167,30,2,
5,167,2,30,20.0
16,3,30,2,
16,3,2,30,20.0
8,0,30,2,
8,0,2,30,20.0
4,1,30,2,
4,1,2,30,20.0
17,0,30,2,
17,0,2,30,20.0
26,2,30,2,
26,2,2,30,20.0
1,159,31,2,
1,159,2,31,20.0
25,2,31,2,
25,2,2,31,20.0
26,2,32,2,
26,2,2,32,21.0
18,2,32,2,
18,2,2,32,22.0
20,2,33,2,
20,2,2,33,22.0
25,2,33,2,
25,2,2,33,22.0
1,159,33,2,
1,159,2,33,22.0
19,171,34,2,
19,171,2,34,22.0
17,0,34,2,
17,0,2,34,22.0
1,159,34,2,
1,159,2,34,22.0
26,2,34,2,
26,2,2,34,22.0
18,3,35,2,
18,3,2,35,22.0
25,2,35,1,
25,2,1,35,22.0
24,174,35,2,
24,174,2,35,22.0
20,3,36,2,
20,3,2,36,22.0
17,0,36,2,
17,0,2,36,22.0
26,2,36,2,
26,2,2,36,22.0
1,159,36,2,
1,159,2,36,22.0
8,158,36,2,
8,158,2,36,22.0
18,3,37,2,
18,3,2,37,22.0
16,2,38,1,
16,2,1,38,22.0
19,171,38,2,
19,171,2,38,22.0
1,159,38,2,
1,159,2,38,22.0
25,2,38,2,
25,2,2,38,22.0
10,158,39,2,
10,158,2,39,22.0
1,159,39,2,
1,159,2,39,22.0
18,3,39,2,
18,3,2,39,22.0
26,1,39,2,
26,1,2,39,22.0
5,160,40,1,
5,160,1,40,22.0
17,164,40,2,
17,164,2,40,22.0
24,3,40,2,
24,3,2,40,22.0
6,160,41,2,
6,160,2,41,22.0
0,181,41,1,
0,181,1,41,22.0
5,167,41,2,
5,167,2,41,22.0
18,3,41,2,
18,3,2,41,22.0
25,2,42,2,
25,2,2,42,22.0
20,2,42,2,
20,2,2,42,22.0
26,1,42,2,
26,1,2,42,22.0
5,16,43,1,
5,16,1,43,22.0
0,14,43,2,
0,14,2,43,22.0
17,171,43,1,
17,171,1,43,22.0
24,2,43,2,
24,2,2,43,22.0
25,2,44,2,
25,2,2,44,23.0
6,2,44,2,
6,2,2,44,23.0
8,158,44,2,
8,158,2,44,23.0
26,1,44,2,
26,1,2,44,23.0
1,159,45,2,
1,159,2,45,23.0
2,160,45,2,
2,160,2,45,23.0
5,8,45,2,
5,8,2,45,23.0
18,3,45,2,
18,3,2,45,23.0
19,22,46,1,
19,22,1,46,23.0
25,2,46,2,
25,2,2,46,23.0
26,1,46,2,
26,1,2,46,23.0
0,171,46,2,
0,171,2,46,23.0
23,174,46,2,
23,174,2,46,23.0
18,3,46,2,
18,3,2,46,23.0
20,160,47,2,
20,160,2,47,23.0
8,159,47,2,
8,159,2,47,23.0
1,159,47,2,
1,159,2,47,23.0
17,22,48,2,
17,22,2,48,23.0
18,3,48,2,
18,3,2,48,23.0
26,1,48,2,
26,1,2,48,23.0
24,23,48,2,
24,23,2,48,23.0
1,159,49,2,
1,159,2,49,23.0
25,2,49,2,
25,2,2,49,23.0
6,7,49,2,
6,7,2,49,23.0
23,174,49,2,
23,174,2,49,23.0
8,1,49,2,
8,1,2,49,23.0
19,32,49,2,
19,32,2,49,23.0
26,1,50,2,
26,1,2,50,23.0
19,32,51,1,
19,32,1,51,23.0
0,158,51,2,
0,158,2,51,23.0
23,174,51,2,
23,174,2,51,23.0
18,3,51,2,
18,3,2,51,23.0
6,14,51,2,
6,14,2,51,23.0
22,32,51,2,
22,32,2,51,23.0
26,1,51,2,
