giver,receiver,amt,time,bout_id
16,11,2,1,
16,11,2,1,1.0
11,17,2,1,
11,17,2,1,1.0
16,7,1,1,
16,7,1,1,1.0
7,13,1,1,
7,13,1,1,1.0
16,9,2,2,
16,9,2,2,2.0
16,5,2,2,
16,5,2,2,2.0
16,1,2,2,
16,1,2,2,2.0
9,8,2,2,
9,8,2,2,2.0
16,7,2,3,
16,7,2,3,3.0
7,11,2,3,
7,11,2,3,3.0
16,2,1,4,
16,2,1,4,3.0
11,10,2,4,
11,10,2,4,3.0
10,0,2,4,
10,0,2,4,3.0
16,4,2,4,
16,4,2,4,4.0
16,1,2,4,
16,1,2,4,4.0
16,5,2,4,
16,5,2,4,4.0
16,3,2,4,
16,3,2,4,4.0
16,20,2,5,
16,20,2,5,5.0
16,18,2,6,
16,18,2,6,5.0
16,13,1,6,
16,13,1,6,5.0
16,9,2,6,
16,9,2,6,6.0
16,14,2,6,
16,14,2,6,6.0
16,3,1,7,
16,3,1,7,6.0
16,6,2,8,
16,6,2,8,7.0
16,19,2,8,
16,19,2,8,7.0
16,2,1,8,
16,2,1,8,7.0
16,11,2,9,
16,11,2,9,8.0
11,10,2,9,
11,10,2,9,8.0
10,8,2,9,
10,8,2,9,8.0
16,15,1,9,
16,15,1,9,8.0
16,17,2,10,
16,17,2,10,9.0
16,5,2,10,
16,5,2,10,9.0
16,2,2,10,
16,2,2,10,9.0
16,13,2,11,
16,13,2,11,9.0
16,9,2,11,
16,9,2,11,9.0
9,7,2,11,
9,7,2,11,9.0
7,3,2,11,
7,3,2,11,9.0
16,0,2,11,
16,0,2,11,9.0
16,10,1,11,
16,10,1,11,9.0
10,14,1,11,
10,14,1,11,9.0
16,18,2,12,
16,18,2,12,10.0
16,20,1,12,
16,20,1,12,10.0
16,4,2,13,
16,4,2,13,11.0
16,11,2,13,
16,11,2,13,11.0
16,5,2,13,
16,5,2,13,11.0
4,17,2,13,
4,17,2,13,11.0
11,9,2,14,
11,9,2,14,11.0
9,11,2,14,
9,11,2,14,11.0
11,18,2,14,
11,18,2,14,11.0
16,6,2,14,
16,6,2,14,11.0
16,3,2,14,
