wasp_id,cell_id,amt,time,bout_id
15,160,74,2,
15,160,2,74,31.0
7,174,74,2,
7,174,2,74,31.0
35,3,74,2,
35,3,2,74,31.0
22,183,74,2,
22,183,2,74,31.0
39,2,74,2,
39,2,2,74,31.0
42,2,75,2,
42,2,2,75,31.0
27,3,75,2,
27,3,2,75,31.0
39,2,76,2,
39,2,2,76,31.0
9,167,76,2,
9,167,2,76,31.0
41,17,76,2,
41,17,2,76,31.0
26,3,76,2,
26,3,2,76,31.0
31,160,76,2,
31,160,2,76,31.0
21,4,77,2,
21,4,2,77,31.0
22,183,77,2,
22,183,2,77,31.0
27,3,77,2,
27,3,2,77,31.0
14,3,78,2,
14,3,2,78,31.0
22,24,78,2,
22,24,2,78,31.0
39,2,78,2,
39,2,2,78,31.0
33,2,78,2,
33,2,2,78,31.0
27,306,83,2,
27,306,2,83,32.0
33,312,83,2,
33,312,2,83,32.0
21,3,83,2,
21,3,2,83,32.0
7,6,83,2,
7,6,2,83,32.0
28,3,83,2,
28,3,2,83,32.0
35,3,83,2,
35,3,2,83,32.0
11,33,83,2,
11,33,2,83,32.0
39,1,83,1,
39,1,1,83,32.0
22,180,83,2,
22,180,2,83,32.0
29,171,83,2,
29,171,2,83,33.0
43,9,83,2,
43,9,2,83,33.0
27,306,84,2,
27,306,2,84,33.0
42,2,84,2,
42,2,2,84,33.0
38,3,84,2,
38,3,2,84,33.0
9,167,84,2,
9,167,2,84,33.0
18,180,84,2,
18,180,2,84,33.0
41,180,84,1,
41,180,1,84,33.0
14,4,84,2,
14,4,2,84,33.0
7,14,85,2,
7,14,2,85,33.0
9,8,85,2,
9,8,2,85,33.0
43,17,85,2,
43,17,2,85,33.0
24,160,85,2,
24,160,2,85,33.0
29,164,85,2,
29,164,2,85,33.0
26,3,85,2,
26,3,2,85,33.0
42,2,86,2,
42,2,2,86,33.0
37,17,87,2,
37,17,2,87,33.0
23,3,87,2,
23,3,2,87,33.0
15,173,87,2,
15,173,2,87,33.0
18,158,87,1,
18,158,1,87,33.0
35,7,87,2,
35,7,2,87,33.0
41,318,87,2,
41,318,2,87,33.0
26,3,88,2,
26,3,2,88,33.0
37,17,88,2,
37,17,2,88,33.0
39,13,88,2,
39,13,2,88,33.0
29,171,88,2,
29,171,2,88,33.0
36,191,89,1,
36,191,1,89,33.0
23,9,89,2,
23,9,2,89,33.0
24,3,89,2,
24,3,2,89,33.0
38,9,89,1,
38,9,1,89,33.0
9,160,90,2,
9,160,2,90,33.0
26,8,90,2,
26,8,2,90,33.0
36,326,92,2,
36,326,2,92,33.0
34,41,92,2,
34,41,2,92,33.0
35,161,92,2,
35,161,2,92,33.0
24,161,92,2,
24,161,2,92,33.0
29,41,92,2,
29,41,2,92,33.0
6,158,92,2,
6,158,2,92,33.0
24,161,93,2,
24,161,2,93,33.0
42,3,93,2,
42,3,2,93,33.0
43,2,93,2,
43,2,2,93,33.0
18,1,93,2,
18,1,2,93,33.0
28,161,94,2,
28,161,2,94,33.0
38,16,94,2,
38,16,2,94,33.0
36,190,94,2,
36,190,2,94,33.0
31,4,95,2,
31,4,2,95,33.0
6,6,95,2,
6,6,2,95,33.0
7,3,95,2,
7,3,2,95,33.0
14,161,96,2,
14,161,2,96,33.0
38,17,96,2,
38,17,2,96,33.0
20,191,96,2,
20,191,2,96,33.0
26,160,96,2,
26,160,2,96,33.0
36,22,96,2,
36,22,2,96,33.0
13,41,97,2,
13,41,2,97,33.0
38,175,97,2,
38,175,2,97,33.0
31,4,97,2,
31,4,2,97,33.0
11,2,97,2,
11,2,2,97,33.0
22,182,97,2,
22,182,2,97,33.0
35,3,98,2,
35,3,2,98,33.0
14,3,98,2,
14,3,2,98,33.0
31,4,98,2,
31,4,2,98,33.0
20,328,98,2,
20,328,2,98,33.0
6,172,98,2,
6,172,2,98,33.0
28,3,99,2,
28,3,2,99,33.0
11,160,99,2,
11,160,2,99,33.0
22,327,100,2,
22,327,2,100,33.0
21,17,100,2,
21,17,2,100,33.0
6,22,100,2,
6,22,2,100,33.0
20,23,101,1,
20,23,1,101,33.0
9,160,101,2,
9,160,2,101,33.0
43,160,101,2,
43,160,2,101,33.0
13,41,101,2,
13,41,2,101,33.0
15,3,102,2,
15,3,2,102,33.0
14,161,102,2,
14,161,2,102,33.0
28,8,102,2,
28,8,2,102,33.0
37,4,103,2,
37,4,2,103,33.0
43,3,103,2,
43,3,2,103,33.0
21,161,104,2,
21,161,2,104,33.0
39,158,104,2,
39,158,2,104,33.0
11,1,104,2,
11,1,2,104,33.0
20,23,104,2,
20,23,2,104,33.0
20,31,106,2,
20,31,2,106,33.0
15,9,106,2,
15,9,2,106,33.0
11,1,106,2,
11,1,2,106,33.0
11,159,108,2,
11,159,2,108,33.0
14,4,108,2,
14,4,2,108,33.0
39,158,109,2,
39,158,2,109,33.0
15,3,109,2,
15,3,2,109,33.0
18,164,110,2,
18,164,2,110,33.0
7,3,110,2,
7,3,2,110,33.0
38,3,110,2,
38,3,2,110,33.0
14,161,111,2,
14,161,2,111,33.0
5,160,112,2,
5,160,2,112,33.0
7,3,112,2,
7,3,2,112,33.0
11,1,112,2,
11,1,2,112,33.0
24,173,112,2,
24,173,2,112,33.0
38,161,113,2,
38,161,2,113,34.0
22,191,113,2,
22,191,2,113,34.0
42,2,113,2,
42,2,2,113,34.0
15,161,113,2,
15,161,2,113,34.0
23,8,114,2,
23,8,2,114,36.0
39,1,114,2,
39,1,2,114,36.0
43,3,114,2,
43,3,2,114,36.0
18,7,114,2,
18,7,2,114,36.0
21,2,115,2,
21,2,2,115,36.0
31,161,115,2,
31,161,2,115,36.0
11,6,115,2,
11,6,2,115,36.0
42,2,115,2,
42,2,2,115,36.0
14,161,116,2,
14,161,2,116,36.0
22,328,116,1,
22,328,1,116,36.0
42,166,116,2,
42,166,2,116,36.0
35,3,116,2,
35,3,2,116,36.0
15,4,116,2,
15,4,2,116,36.0
39,158,117,2,
39,158,2,117,36.0
21,1,117,2,
21,1,2,117,36.0
23,2,117,2,
23,2,2,117,36.0
9,3,117,2,
9,3,2,117,36.0
28,3,118,2,
28,3,2,118,36.0
18,23,118,2,
18,23,2,118,36.0
35,3,120,2,
35,3,2,120,36.0
43,2,120,2,
43,2,2,120,36.0
11,17,121,2,
11,17,2,121,36.0
7,160,122,2,
7,160,2,122,36.0
11,175,122,1,
11,175,1,122,36.0
39,14,122,1,
39,14,1,122,36.0
37,3,123,1,
37,3,1,123,36.0
18,181,123,2,
18,181,2,123,37.0
23,3,124,2,
23,3,2,124,37.0
5,3,124,2,
5,3,2,124,37.0
31,3,125,2,
31,3,2,125,37.0
43,2,125,2,
43,2,2,125,37.0
21,2,125,2,
21,2,2,125,37.0
26,161,125,2,
26,161,2,125,37.0
11,16,125,2,
11,16,2,125,37.0
18,173,126,2,
18,173,2,126,37.0
37,3,126,2,
37,3,2,126,37.0
39,180,126,2,
39,180,2,126,37.0
15,2,127,2,
15,2,2,127,37.0
5,3,127,2,
5,3,2,127,37.0
22,183,127,2,
22,183,2,127,37.0
23,3,127,2,
23,3,2,127,37.0
31,2,128,2,
31,2,2,128,38.0
21,7,128,2,
21,7,2,128,38.0
38,4,129,2,
38,4,2,129,38.0
23,3,129,2,
23,3,2,129,38.0
37,3,129,2,
37,3,2,129,38.0
11,1,129,1,
11,1,1,129,38.0
39,13,129,2,
39,13,2,129,38.0
31,7,130,2,
31,7,2,130,38.0
37,3,130,1,
37,3,1,130,38.0
28,3,130,2,
28,3,2,130,38.0
43,2,130,2,
43,2,2,130,38.0
15,3,131,2,
15,3,2,131,38.0
26,4,131,2,
26,4,2,131,38.0
11,1,131,2,
11,1,2,131,38.0
18,1,131,2,
18,1,2,131,38.0
20,158,131,2,
20,158,2,131,38.0
22,16,132,2,
22,16,2,132,38.0
35,3,133,2,
35,3,2,133,38.0
22,9,134,2,
22,9,2,134,39.0
42,3,134,2,
42,3,2,134,39.0
11,23,134,2,
11,23,2,134,39.0
18,158,135,2,
18,158,2,135,40.0
37,3,135,2,
37,3,2,135,40.0
14,3,136,2,
14,3,2,136,40.0
5,3,136,2,
5,3,2,136,40.0
21,3,136,2,
21,3,2,136,40.0
39,22,136,2,
39,22,2,136,40.0
37,3,137,2,
37,3,2,137,40.0
31,15,138,1,
31,15,1,138,40.0
18,159,138,1,
18,159,1,138,40.0
39,180,139,2,
39,180,2,139,40.0
15,160,139,1,
15,160,1,139,40.0
7,3,139,2,
7,3,2,139,40.0
37,3,139,2,
37,3,2,139,40.0
38,17,139,2,
38,17,2,139,40.0
36,164,140,2,
36,164,2,140,40.0
42,3,140,1,
42,3,1,140,40.0
23,3,141,2,
23,3,2,141,40.0
9,160,141,2,
9,160,2,141,40.0
5,160,141,2,
5,160,2,141,40.0
22,3,141,2,
22,3,2,141,40.0
15,3,142,2,
15,3,2,142,40.0
26,3,142,2,
26,3,2,142,40.0
18,158,142,2,
18,158,2,142,40.0
21,2,142,2,
21,2,2,142,40.0
39,22,142,2,
39,22,2,142,40.0
37,3,143,2,
37,3,2,143,40.0
31,173,143,2,
31,173,2,143,40.0
22,8,143,2,
22,8,2,143,40.0
7,4,144,2,
7,4,2,144,40.0
24,3,144,2,
24,3,2,144,40.0
5,167,144,2,
5,167,2,144,40.0
23,9,144,2,
23,9,2,144,40.0
31,174,145,1,
31,174,1,145,40.0
35,160,146,2,
35,160,2,146,40.0
15,3,146,2,
15,3,2,146,40.0
22,166,146,2,
22,166,2,146,40.0
6,33,146,2,
6,33,2,146,41.0
43,4,147,1,
43,4,1,147,41.0
37,4,147,2,
37,4,2,147,41.0
21,16,147,2,
21,16,2,147,41.0
22,160,147,1,
22,160,1,147,41.0
24,4,148,2,
24,4,2,148,41.0
6,32,149,2,
6,32,2,149,41.0
5,175,149,2,
5,175,2,149,41.0
22,165,150,2,
22,165,2,150,41.0
35,9,150,2,
35,9,2,150,41.0
36,180,150,2,
36,180,2,150,41.0
9,3,151,2,
9,3,2,151,41.0
24,4,151,2,
24,4,2,151,41.0
15,3,152,2,
15,3,2,152,42.0
28,3,152,2,
28,3,2,152,42.0
5,183,152,2,
5,183,2,152,42.0
22,200,154,2,
22,200,2,154,44.0
36,199,155,2,
36,199,2,155,44.0
5,23,155,2,
5,23,2,155,44.0
21,166,155,2,
21,166,2,155,44.0
35,24,155,2,
35,24,2,155,44.0
26,3,156,2,
26,3,2,156,44.0
15,3,156,2,
15,3,2,156,44.0
12,171,156,2,
12,171,2,156,44.0
6,13,156,2,
6,13,2,156,44.0
18,199,156,2,
18,199,2,156,44.0
33,312,156,1,
33,312,1,156,44.0
14,166,156,2,
14,166,2,156,44.0
21,2,156,2,
21,2,2,156,44.0
13,180,156,2,
13,180,2,156,44.0
29,319,157,2,
29,319,2,157,44.0
43,161,158,2,
43,161,2,158,45.0
13,22,158,2,
13,22,2,158,45.0
5,14,158,2,
5,14,2,158,45.0
22,190,158,1,
22,190,1,158,45.0
20,180,158,2,
20,180,2,158,45.0
35,161,159,2,
35,161,2,159,45.0
14,160,159,2,
14,160,2,159,45.0
26,8,160,2,
26,8,2,160,45.0
31,8,160,2,
31,8,2,160,45.0
9,160,160,2,
9,160,2,160,45.0
29,191,160,2,
29,191,2,160,45.0
12,171,160,2,
12,171,2,160,45.0
38,160,161,2,
38,160,2,161,45.0
21,3,161,2,
21,3,2,161,45.0
31,160,162,2,
31,160,2,162,45.0
29,33,162,2,
29,33,2,162,45.0
12,180,162,1,
12,180,1,162,46.0
22,189,163,2,
22,189,2,163,46.0
6,171,163,2,
6,171,2,163,46.0
42,3,163,2,
42,3,2,163,46.0
15,7,164,2,
15,7,2,164,46.0
26,161,164,2,
26,161,2,164,46.0
28,160,165,2,
28,160,2,165,46.0
12,319,165,1,
12,319,1,165,46.0
21,3,165,2,
21,3,2,165,46.0
37,160,165,2,
37,160,2,165,46.0
28,8,166,2,
28,8,2,166,46.0
15,2,167,2,
15,2,2,167,46.0
38,1,167,2,
38,1,2,167,46.0
28,7,169,2,
28,7,2,169,46.0
25,1,170,1,
25,1,1,170,46.0
31,160,170,2,
31,160,2,170,46.0
22,33,171,2,
22,33,2,171,46.0
43,2,171,2,
43,2,2,171,46.0
14,160,171,2,
14,160,2,171,46.0
6,171,171,2,
6,171,2,171,46.0
24,4,172,2,
24,4,2,172,46.0
21,3,172,2,
21,3,2,172,46.0
25,173,173,2,
25,173,2,173,46.0
5,3,173,2,
5,3,2,173,46.0
42,159,173,2,
42,159,2,173,46.0
24,4,174,2,
24,4,2,174,47.0
38,3,174,1,
38,3,1,174,47.0
