wasp_id,cell_id,amt,time,bout_id
7,0,4,2,
7,0,2,4,1.0
1,165,4,2,
1,165,2,4,2.0
19,15,4,2,
19,15,2,4,2.0
11,164,4,2,
11,164,2,4,2.0
26,2,5,2,
26,2,2,5,2.0
9,173,6,2,
9,173,2,6,3.0
14,0,7,2,
14,0,2,7,3.0
2,173,7,2,
2,173,2,7,3.0
26,7,7,2,
26,7,2,7,4.0
22,171,7,2,
22,171,2,7,4.0
18,181,7,2,
18,181,2,7,4.0
6,2,7,2,
6,2,2,7,4.0
24,158,8,2,
24,158,2,8,4.0
20,3,8,1,
20,3,1,8,5.0
9,14,8,2,
9,14,2,8,5.0
18,173,9,2,
18,173,2,9,6.0
0,14,9,2,
0,14,2,9,6.0
2,7,10,1,
2,7,1,10,6.0
6,2,10,2,
6,2,2,10,6.0
24,1,12,1,
24,1,1,12,6.0
17,167,12,2,
17,167,2,12,6.0
26,164,12,1,
26,164,1,12,6.0
6,3,24,2,
6,3,2,24,6.0
12,2,25,2,
12,2,2,25,6.0
4,160,25,2,
4,160,2,25,6.0
19,3,25,2,
19,3,2,25,6.0
24,1,25,2,
24,1,2,25,6.0
17,15,25,2,
17,15,2,25,6.0
0,3,29,2,
0,3,2,29,7.0
18,2,30,2,
18,2,2,30,8.0
1,160,30,2,
1,160,2,30,8.0
2,2,30,2,
2,2,2,30,9.0
13,160,31,1,
13,160,1,31,9.0
12,160,31,2,
12,160,2,31,9.0
26,3,31,2,
26,3,2,31,9.0
17,14,31,2,
17,14,2,31,9.0
0,3,32,1,
0,3,1,32,10.0
17,6,33,2,
17,6,2,33,10.0
22,158,33,2,
22,158,2,33,10.0
24,167,34,2,
24,167,2,34,10.0
26,160,34,2,
26,160,2,34,10.0
18,6,34,2,
18,6,2,34,10.0
2,2,34,2,
2,2,2,34,11.0
22,158,35,1,
22,158,1,35,11.0
6,3,35,2,
6,3,2,35,11.0
26,3,36,2,
26,3,2,36,11.0
23,8,36,2,
23,8,2,36,11.0
0,3,36,2,
0,3,2,36,11.0
2,2,36,2,
2,2,2,36,12.0
19,3,37,2,
19,3,2,37,12.0
6,3,37,2,
6,3,2,37,12.0
23,15,38,2,
23,15,2,38,13.0
24,174,38,2,
24,174,2,38,13.0
18,15,38,2,
18,15,2,38,13.0
26,160,38,2,
26,160,2,38,13.0
19,3,39,2,
19,3,2,39,13.0
22,158,39,2,
22,158,2,39,13.0
26,3,40,2,
26,3,2,40,13.0
24,16,40,1,
24,16,1,40,13.0
2,1,40,2,
2,1,2,40,13.0
18,7,40,1,
18,7,1,40,14.0
0,167,41,2,
0,167,2,41,14.0
9,189,41,2,
9,189,2,41,14.0
6,3,41,2,
6,3,2,41,14.0
2,159,41,1,
2,159,1,41,14.0
26,2,42,2,
26,2,2,42,14.0
22,158,42,2,
22,158,2,42,14.0
2,13,47,2,
2,13,2,47,14.0
26,2,49,2,
26,2,2,49,15.0
18,159,49,2,
18,159,2,49,15.0
6,167,49,2,
6,167,2,49,15.0
24,167,49,1,
24,167,1,49,16.0
0,174,50,2,
0,174,2,50,16.0
2,173,50,2,
2,173,2,50,16.0
22,160,50,2,
22,160,2,50,16.0
19,3,51,2,
19,3,2,51,16.0
26,2,52,2,
26,2,2,52,17.0
18,158,52,2,
18,158,2,52,17.0
6,16,52,1,
6,16,1,52,17.0
14,3,53,2,
14,3,2,53,17.0
22,167,53,2,
22,167,2,53,17.0
0,16,53,2,
0,16,2,53,17.0
24,167,53,2,
24,167,2,53,17.0
18,158,54,2,
18,158,2,54,18.0
26,2,54,2,
26,2,2,54,18.0
22,16,55,1,
22,16,1,55,18.0
24,167,55,2,
24,167,2,55,18.0
0,16,55,2,
0,16,2,55,18.0
14,3,55,2,
14,3,2,55,18.0
6,14,56,2,
6,14,2,56,18.0
26,2,56,1,
26,2,1,56,19.0
18,158,56,2,
18,158,2,56,19.0
0,8,57,2,
0,8,2,57,19.0
24,167,57,2,
24,167,2,57,19.0
15,171,57,2,
15,171,2,57,19.0
14,160,57,1,
14,160,1,57,19.0
19,167,58,2,
19,167,2,58,19.0
2,2,58,2,
2,2,2,58,20.0
18,158,59,2,
18,158,2,59,20.0
0,2,59,2,
0,2,2,59,20.0
24,167,59,2,
24,167,2,59,20.0
13,1,59,2,
13,1,2,59,20.0
22,8,59,2,
22,8,2,59,20.0
2,3,60,2,
2,3,2,60,20.0
26,1,60,2,
26,1,2,60,21.0
22,2,61,2,
22,2,2,61,21.0
2,3,61,2,
2,3,2,61,21.0
6,158,61,2,
6,158,2,61,21.0
14,2,61,2,
14,2,2,61,21.0
0,2,62,2,
0,2,2,62,21.0
24,167,62,2,
24,167,2,62,21.0
14,2,63,2,
14,2,2,63,21.0
14,3,76,2,
14,3,2,76,22.0
12,1,76,1,
12,1,1,76,22.0
2,2,77,2,
2,2,2,77,22.0
0,3,77,2,
0,3,2,77,22.0
15,14,78,2,
15,14,2,78,22.0
26,1,78,2,
26,1,2,78,22.0
5,167,78,2,
5,167,2,78,22.0
24,167,78,2,
24,167,2,78,22.0
23,3,79,2,
23,3,2,79,22.0
0,3,80,2,
0,3,2,80,22.0
26,1,80,2,
26,1,2,80,22.0
14,1,80,2,
14,1,2,80,23.0
24,174,81,2,
24,174,2,81,24.0
2,1,81,2,
2,1,2,81,24.0
10,2,82,2,
10,2,2,82,24.0
22,158,82,2,
22,158,2,82,24.0
19,3,82,2,
19,3,2,82,24.0
5,22,84,2,
5,22,2,84,24.0
24,174,84,2,
24,174,2,84,24.0
26,13,84,2,
26,13,2,84,24.0
15,22,84,2,
15,22,2,84,24.0
14,6,84,2,
14,6,2,84,24.0
0,13,84,2,
0,13,2,84,24.0
19,2,85,2,
19,2,2,85,24.0
13,3,85,2,
13,3,2,85,24.0
24,15,86,2,
24,15,2,86,24.0
0,171,86,2,
0,171,2,86,24.0
20,8,86,2,
20,8,2,86,24.0
26,171,86,2,
26,171,2,86,24.0
2,1,87,2,
2,1,2,87,25.0
14,158,88,2,
14,158,2,88,25.0
24,165,88,2,
24,165,2,88,25.0
16,159,89,2,
16,159,2,89,25.0
22,158,89,2,
22,158,2,89,25.0
2,1,89,2,
2,1,2,89,25.0
22,172,99,1,
22,172,1,99,27.0
2,23,99,2,
2,23,2,99,27.0
23,167,100,2,
23,167,2,100,27.0
14,158,101,2,
14,158,2,101,27.0
3,2,101,2,
3,2,2,101,27.0
2,23,101,2,
2,23,2,101,27.0
22,14,102,2,
22,14,2,102,27.0
24,158,103,2,
24,158,2,103,27.0
14,159,103,2,
14,159,2,103,27.0
20,3,103,2,
20,3,2,103,27.0
22,165,103,2,
22,165,2,103,27.0
13,174,103,2,
13,174,2,103,27.0
2,23,104,2,
2,23,2,104,28.0
22,31,106,2,
22,31,2,106,29.0
20,167,106,2,
20,167,2,106,29.0
24,1,106,2,
24,1,2,106,29.0
16,15,106,2,
16,15,2,106,29.0
0,171,106,2,
0,171,2,106,29.0
2,23,106,2,
2,23,2,106,29.0
14,189,107,2,
14,189,2,107,29.0
4,3,107,2,
4,3,2,107,29.0
2,23,109,2,
2,23,2,109,29.0
24,23,111,2,
24,23,2,111,29.0
2,23,112,2,
2,23,2,112,29.0
0,181,116,2,
0,181,2,116,30.0
12,8,116,2,
12,8,2,116,30.0
