giver,receiver,amt,time,bout_id
10,6,2,6,
10,6,2,6,1.0
10,12,2,6,
10,12,2,6,1.0
6,2,2,7,
6,2,2,7,1.0
10,8,2,7,
10,8,2,7,1.0
10,6,2,7,
10,6,2,7,1.0
10,4,2,7,
10,4,2,7,1.0
10,3,2,8,
10,3,2,8,1.0
10,13,2,8,
10,13,2,8,2.0
10,0,2,9,
10,0,2,9,2.0
10,3,1,9,
10,3,1,9,2.0
3,2,2,9,
3,2,2,9,2.0
10,13,2,13,
10,13,2,13,3.0
10,4,2,13,
10,4,2,13,3.0
10,2,2,13,
10,2,2,13,3.0
10,3,2,13,
10,3,2,13,3.0
10,8,2,13,
10,8,2,13,3.0
3,0,2,13,
3,0,2,13,3.0
10,6,2,14,
10,6,2,14,4.0
10,3,1,14,
10,3,1,14,4.0
6,11,2,15,
6,11,2,15,4.0
3,4,1,15,
3,4,1,15,4.0
10,3,2,15,
10,3,2,15,5.0
10,6,2,16,
10,6,2,16,5.0
3,2,2,16,
3,2,2,16,5.0
6,0,2,16,
6,0,2,16,5.0
10,8,1,16,
10,8,1,16,5.0
10,11,2,17,
10,11,2,17,6.0
10,0,2,17,
10,0,2,17,6.0
10,13,2,17,
10,13,2,17,6.0
10,3,2,17,
10,3,2,17,6.0
10,13,2,18,
10,13,2,18,6.0
3,6,2,18,
3,6,2,18,6.0
6,8,2,18,
6,8,2,18,6.0
10,8,2,20,
10,8,2,20,7.0
10,3,2,20,
10,3,2,20,7.0
3,4,2,20,
3,4,2,20,7.0
10,1,2,20,
10,1,2,20,7.0
10,0,2,20,
10,0,2,20,7.0
10,13,2,21,
10,13,2,21,7.0
10,11,2,22,
10,11,2,22,8.0
10,3,2,22,
10,3,2,22,8.0
3,0,2,22,
3,0,2,22,8.0
10,3,2,23,
10,3,2,23,8.0
10,2,2,23,
10,2,2,23,8.0
3,6,2,23,
3,6,2,23,8.0
6,4,2,23,
6,4,2,23,8.0
10,2,2,23,
10,2,2,23,8.0
10,9,2,29,
10,9,2,29,9.0
10,1,2,29,
10,1,2,29,9.0
9,13,2,29,
9,13,2,29,9.0
10,8,2,29,
10,8,2,29,9.0
10,0,2,29,
10,0,2,29,9.0
10,4,2,29,
10,4,2,29,9.0
10,6,2,29,
10,6,2,29,9.0
10,1,2,30,
10,1,2,30,9.0
10,2,2,30,
10,2,2,30,9.0
10,6,2,31,
10,6,2,31,9.0
6,9,2,31,
6,9,2,31,9.0
10,6,2,32,
10,6,2,32,10.0
6,3,2,32,
6,3,2,32,10.0
3,8,2,32,
3,8,2,32,10.0
10,0,2,32,
10,0,2,32,10.0
10,2,2,32,
10,2,2,32,10.0
10,9,2,33,
10,9,2,33,10.0
10,2,2,33,
10,2,2,33,10.0
9,6,2,33,
9,6,2,33,10.0
6,3,2,33,
6,3,2,33,10.0
3,8,2,34,
3,8,2,34,10.0
10,0,2,35,
10,0,2,35,11.0
10,4,2,35,
10,4,2,35,11.0
10,3,2,35,
10,3,2,35,11.0
3,9,2,36,
3,9,2,36,11.0
10,2,2,36,
10,2,2,36,11.0
9,6,2,36,
9,6,2,36,11.0
6,8,2,37,
6,8,2,37,11.0
10,6,2,37,
10,6,2,37,11.0
6,9,2,37,
6,9,2,37,11.0
10,3,2,37,
10,3,2,37,11.0
10,9,2,38,
10,9,2,38,11.0
9,0,2,38,
9,0,2,38,11.0
9,2,2,38,
9,2,2,38,11.0
10,4,2,38,
10,4,2,38,11.0
10,3,2,39,
10,3,2,39,12.0
10,4,1,40,
10,4,1,40,12.0
10,2,2,40,
10,2,2,40,12.0
10,8,2,41,
10,8,2,41,12.0
10,2,2,41,
10,2,2,41,12.0
10,9,2,41,
10,9,2,41,12.0
9,0,2,41,
9,0,2,41,12.0
10,3,2,42,
10,3,2,42,12.0
3,12,2,42,
3,12,2,42,12.0
10,9,2,42,
10,9,2,42,12.0
9,6,2,42,
9,6,2,42,12.0
6,8,2,43,
6,8,2,43,12.0
10,6,2,43,
10,6,2,43,12.0
6,13,2,43,
6,13,2,43,12.0
10,9,1,43,
10,9,1,43,12.0
9,0,1,43,
9,0,1,43,12.0
10,12,2,44,
10,12,2,44,12.0
10,6,2,44,
10,6,2,44,12.0
6,4,2,44,
6,4,2,44,12.0
10,0,1,45,
10,0,1,45,12.0
10,3,2,45,
10,3,2,45,13.0
3,9,2,45,
3,9,2,45,13.0
10,6,1,45,
10,6,1,45,13.0
6,3,1,46,
6,3,1,46,13.0
9,8,2,46,
9,8,2,46,13.0
10,2,2,47,
10,2,2,47,13.0
3,6,1,47,
3,6,1,47,13.0
10,0,1,47,
10,0,1,47,13.0
6,4,1,47,
6,4,1,47,13.0
10,8,2,56,
10,8,2,56,13.0
10,2,2,56,
10,2,2,56,13.0
10,0,2,56,
10,0,2,56,13.0
10,3,2,57,
10,3,2,57,13.0
10,4,2,57,
10,4,2,57,13.0
3,9,2,57,
3,9,2,57,13.0
9,11,2,57,
9,11,2,57,14.0
10,12,2,57,
10,12,2,57,14.0
10,2,2,58,
10,2,2,58,14.0
10,0,2,58,
10,0,2,58,14.0
10,4,2,58,
10,4,2,58,14.0
10,4,2,61,
10,4,2,61,14.0
10,11,2,61,
10,11,2,61,14.0
10,12,1,61,
10,12,1,61,14.0
10,0,2,61,
10,0,2,61,15.0
10,9,2,62,
10,9,2,62,15.0
10,12,1,62,
10,12,1,62,15.0
9,3,2,63,
9,3,2,63,15.0
3,0,2,63,
3,0,2,63,15.0
10,6,2,72,
10,6,2,72,15.0
6,12,2,72,
6,12,2,72,15.0
10,3,2,72,
10,3,2,72,15.0
3,4,2,72,
3,4,2,72,15.0
10,8,2,72,
10,8,2,72,15.0
10,4,2,73,
10,4,2,73,15.0
10,9,2,73,
10,9,2,73,15.0
9,3,2,73,
9,3,2,73,15.0
3,6,2,74,
3,6,2,74,15.0
10,3,2,74,
10,3,2,74,15.0
3,0,2,75,
3,0,2,75,16.0
10,8,2,75,
10,8,2,75,16.0
10,12,2,75,
10,12,2,75,16.0
10,3,2,75,
10,3,2,75,16.0
10,12,2,76,
10,12,2,76,16.0
3,6,2,76,
3,6,2,76,16.0
6,9,2,76,
6,9,2,76,16.0
9,5,2,76,
9,5,2,76,16.0
5,2,2,77,
5,2,2,77,16.0
10,9,2,77,
10,9,2,77,16.0
10,6,2,77,
10,6,2,77,16.0
9,3,2,77,
9,3,2,77,16.0
3,12,2,78,
3,12,2,78,16.0
6,9,2,78,
6,9,2,78,16.0
9,6,2,78,
9,6,2,78,16.0
6,0,2,78,
6,0,2,78,16.0
10,4,2,78,
10,4,2,78,17.0
10,2,2,79,
10,2,2,79,17.0
10,6,2,79,
10,6,2,79,17.0
