giver,receiver,amt,time,bout_id
11,30,2,1,
11,30,2,1,1.0
11,38,2,1,
11,38,2,1,1.0
11,4,2,1,
11,4,2,1,1.0
11,37,2,1,
11,37,2,1,1.0
38,26,2,1,
38,26,2,1,1.0
11,12,2,1,
11,12,2,1,1.0
1,41,2,1,
1,41,2,1,2.0
1,8,2,1,
1,8,2,1,2.0
1,32,1,2,
1,32,1,2,2.0
1,22,2,2,
1,22,2,2,3.0
1,29,1,2,
1,29,1,2,3.0
29,14,1,2,
29,14,1,2,3.0
11,23,2,2,
11,23,2,2,4.0
23,0,2,2,
23,0,2,2,4.0
11,40,2,2,
11,40,2,2,4.0
11,4,2,3,
11,4,2,3,4.0
40,7,2,3,
40,7,2,3,4.0
11,23,2,3,
11,23,2,3,4.0
11,33,2,3,
11,33,2,3,4.0
23,13,2,3,
23,13,2,3,4.0
1,25,2,3,
1,25,2,3,5.0
25,27,2,3,
25,27,2,3,5.0
33,45,2,4,
33,45,2,4,5.0
1,30,2,4,
1,30,2,4,6.0
43,21,2,4,
43,21,2,4,6.0
11,14,2,4,
11,14,2,4,6.0
43,18,2,4,
43,18,2,4,6.0
43,3,1,4,
43,3,1,4,6.0
13,8,2,4,
13,8,2,4,6.0
1,33,2,4,
1,33,2,4,6.0
1,7,2,4,
1,7,2,4,7.0
1,16,2,4,
1,16,2,4,7.0
1,29,2,4,
1,29,2,4,7.0
33,37,2,5,
33,37,2,5,8.0
1,38,2,5,
1,38,2,5,9.0
43,6,2,5,
43,6,2,5,9.0
38,23,2,5,
38,23,2,5,9.0
43,26,1,5,
43,26,1,5,9.0
1,32,2,5,
1,32,2,5,9.0
23,40,2,5,
23,40,2,5,9.0
11,16,2,5,
11,16,2,5,9.0
16,29,2,6,
16,29,2,6,9.0
1,38,2,6,
1,38,2,6,9.0
11,8,2,6,
11,8,2,6,9.0
1,4,2,6,
1,4,2,6,9.0
1,23,2,6,
1,23,2,6,10.0
40,25,2,6,
40,25,2,6,10.0
11,7,2,6,
11,7,2,6,10.0
25,38,2,7,
