wasp_id,cell_id,amt,time,bout_id
34,174,3,2,
34,174,2,3,3.0
4,8,3,2,
4,8,2,3,3.0
8,165,3,2,
8,165,2,3,3.0
12,1,4,2,
12,1,2,4,3.0
11,1,4,2,
11,1,2,4,3.0
31,4,4,2,
31,4,2,4,3.0
13,3,4,2,
13,3,2,4,3.0
8,2,5,1,
8,2,1,5,3.0
34,175,5,2,
34,175,2,5,3.0
5,166,5,2,
5,166,2,5,3.0
19,182,5,2,
19,182,2,5,3.0
7,24,5,2,
7,24,2,5,5.0
14,2,6,2,
14,2,2,6,5.0
20,15,7,2,
20,15,2,7,6.0
34,17,7,2,
34,17,2,7,7.0
5,8,7,2,
5,8,2,7,7.0
26,166,7,1,
26,166,1,7,7.0
4,183,8,2,
4,183,2,8,8.0
17,200,8,2,
17,200,2,8,8.0
5,7,8,2,
5,7,2,8,8.0
14,2,8,2,
14,2,2,8,8.0
11,2,8,2,
11,2,2,8,8.0
15,3,9,2,
15,3,2,9,8.0
26,7,9,2,
26,7,2,9,8.0
8,2,9,2,
8,2,2,9,8.0
31,3,9,2,
31,3,2,9,8.0
3,173,9,2,
3,173,2,9,8.0
34,17,9,2,
34,17,2,9,8.0
11,2,10,1,
11,2,1,10,9.0
3,165,10,1,
3,165,1,10,9.0
6,2,11,2,
6,2,2,11,9.0
2,171,11,2,
2,171,2,11,9.0
14,2,11,2,
14,2,2,11,9.0
20,4,11,2,
20,4,2,11,9.0
11,166,12,1,
11,166,1,12,9.0
34,17,13,2,
34,17,2,13,9.0
10,183,13,1,
10,183,1,13,9.0
0,180,13,2,
0,180,2,13,9.0
5,327,13,2,
5,327,2,13,9.0
11,6,15,2,
11,6,2,15,10.0
9,173,15,2,
9,173,2,15,10.0
3,1,15,2,
3,1,2,15,10.0
20,161,15,2,
20,161,2,15,10.0
3,0,16,2,
3,0,2,16,11.0
20,9,17,2,
20,9,2,17,12.0
14,1,17,2,
14,1,2,17,12.0
28,158,17,2,
28,158,2,17,13.0
9,7,17,2,
9,7,2,17,13.0
13,2,18,2,
13,2,2,18,13.0
15,3,18,2,
15,3,2,18,13.0
14,6,18,1,
14,6,1,18,13.0
26,14,18,2,
26,14,2,18,13.0
34,9,19,2,
34,9,2,19,13.0
6,2,19,2,
6,2,2,19,13.0
9,2,19,2,
9,2,2,19,13.0
0,183,19,2,
0,183,2,19,13.0
29,23,20,2,
29,23,2,20,13.0
20,160,20,2,
20,160,2,20,13.0
13,2,20,2,
13,2,2,20,13.0
18,3,20,2,
18,3,2,20,13.0
27,160,20,2,
27,160,2,20,13.0
9,3,21,2,
9,3,2,21,14.0
11,23,21,2,
11,23,2,21,14.0
26,158,22,2,
26,158,2,22,14.0
14,174,22,2,
14,174,2,22,14.0
34,4,23,2,
34,4,2,23,15.0
28,171,24,1,
28,171,1,24,16.0
9,4,24,2,
9,4,2,24,16.0
0,33,24,2,
0,33,2,24,16.0
4,183,24,2,
4,183,2,24,16.0
20,1,24,2,
20,1,2,24,16.0
22,1,25,2,
22,1,2,25,16.0
14,175,25,2,
14,175,2,25,16.0
4,183,26,2,
4,183,2,26,17.0
34,4,26,2,
34,4,2,26,17.0
9,8,26,2,
9,8,2,26,17.0
3,13,26,2,
3,13,2,26,17.0
13,3,26,2,
13,3,2,26,17.0
18,160,27,2,
18,160,2,27,17.0
26,158,27,2,
26,158,2,27,17.0
29,319,27,2,
29,319,2,27,17.0
28,180,28,2,
28,180,2,28,17.0
19,17,28,2,
19,17,2,28,17.0
22,2,28,2,
22,2,2,28,17.0
0,182,29,2,
0,182,2,29,17.0
34,4,29,2,
34,4,2,29,17.0
14,17,30,2,
14,17,2,30,17.0
34,4,31,2,
34,4,2,31,18.0
26,172,31,2,
26,172,2,31,19.0
9,2,31,2,
9,2,2,31,19.0
19,9,31,2,
19,9,2,31,19.0
22,3,32,2,
22,3,2,32,19.0
0,24,32,2,
0,24,2,32,19.0
20,6,32,2,
20,6,2,32,19.0
23,33,33,2,
23,33,2,33,19.0
19,9,33,2,
19,9,2,33,19.0
34,4,33,2,
34,4,2,33,19.0
14,17,33,2,
14,17,2,33,19.0
12,3,34,2,
12,3,2,34,19.0
7,175,34,2,
7,175,2,34,19.0
13,8,35,2,
13,8,2,35,19.0
26,160,35,2,
26,160,2,35,19.0
22,17,35,2,
22,17,2,35,19.0
14,17,35,2,
14,17,2,35,19.0
0,173,35,2,
0,173,2,35,19.0
19,9,35,2,
19,9,2,35,19.0
7,17,36,2,
7,17,2,36,19.0
20,171,36,2,
20,171,2,36,19.0
19,9,37,2,
19,9,2,37,19.0
0,14,37,1,
0,14,1,37,19.0
18,3,37,2,
18,3,2,37,19.0
6,174,38,2,
6,174,2,38,19.0
31,160,38,1,
31,160,1,38,19.0
26,4,38,2,
26,4,2,38,19.0
9,7,38,2,
9,7,2,38,19.0
7,16,38,2,
7,16,2,38,19.0
14,17,38,2,
14,17,2,38,19.0
19,9,39,2,
19,9,2,39,19.0
22,17,40,2,
22,17,2,40,19.0
7,166,40,2,
7,166,2,40,19.0
9,1,40,2,
9,1,2,40,19.0
13,3,40,2,
13,3,2,40,19.0
26,4,40,1,
26,4,1,40,19.0
14,17,41,2,
14,17,2,41,19.0
19,9,41,2,
19,9,2,41,19.0
26,4,42,1,
26,4,1,42,19.0
7,2,42,2,
7,2,2,42,19.0
9,0,42,2,
9,0,2,42,20.0
4,17,43,2,
4,17,2,43,20.0
34,4,43,2,
34,4,2,43,20.0
20,158,43,2,
20,158,2,43,20.0
22,24,43,2,
22,24,2,43,20.0
13,2,43,2,
13,2,2,43,20.0
7,2,44,2,
7,2,2,44,20.0
26,4,44,2,
26,4,2,44,20.0
34,4,45,2,
34,4,2,45,20.0
22,23,45,2,
22,23,2,45,20.0
14,3,45,2,
14,3,2,45,20.0
7,2,46,2,
7,2,2,46,20.0
26,4,46,2,
26,4,2,46,20.0
34,1,47,2,
34,1,2,47,20.0
27,3,48,2,
27,3,2,48,20.0
14,160,48,2,
14,160,2,48,20.0
26,4,48,2,
26,4,2,48,20.0
19,159,49,2,
19,159,2,49,20.0
24,160,49,2,
24,160,2,49,20.0
4,9,49,2,
4,9,2,49,20.0
20,2,51,2,
20,2,2,51,22.0
15,3,51,2,
15,3,2,51,22.0
7,2,51,2,
7,2,2,51,22.0
27,3,51,2,
27,3,2,51,22.0
26,4,51,2,
26,4,2,51,22.0
4,3,51,1,
