giver,receiver,amt,time,bout_id
15,17,2,2,
15,17,2,2,1.0
15,11,2,2,
15,11,2,2,1.0
15,6,1,2,
15,6,1,2,1.0
15,7,2,3,
15,7,2,3,2.0
15,13,2,3,
15,13,2,3,2.0
15,11,2,4,
15,11,2,4,2.0
13,5,2,4,
13,5,2,4,2.0
15,8,2,4,
15,8,2,4,2.0
5,3,2,4,
5,3,2,4,2.0
8,2,2,4,
8,2,2,4,2.0
3,13,2,5,
3,13,2,5,2.0
13,17,2,5,
13,17,2,5,2.0
15,12,2,6,
15,12,2,6,3.0
15,3,2,6,
15,3,2,6,3.0
3,16,2,6,
3,16,2,6,3.0
15,14,2,6,
15,14,2,6,3.0
15,9,2,6,
15,9,2,6,3.0
15,12,2,7,
15,12,2,7,3.0
15,7,2,7,
15,7,2,7,3.0
15,9,2,8,
15,9,2,8,4.0
15,17,2,8,
15,17,2,8,4.0
15,11,1,8,
15,11,1,8,4.0
15,6,2,9,
15,6,2,9,5.0
15,3,2,10,
15,3,2,10,5.0
15,6,1,10,
15,6,1,10,5.0
3,17,2,10,
3,17,2,10,5.0
15,2,2,21,
15,2,2,21,6.0
15,3,1,21,
15,3,1,21,6.0
3,8,1,22,
3,8,1,22,6.0
8,10,1,22,
8,10,1,22,6.0
10,17,1,22,
10,17,1,22,6.0
15,3,2,22,
15,3,2,22,6.0
3,6,2,22,
3,6,2,22,6.0
15,14,2,23,
15,14,2,23,6.0
15,8,2,23,
15,8,2,23,6.0
15,12,2,23,
15,12,2,23,6.0
8,10,2,24,
8,10,2,24,7.0
15,6,2,24,
15,6,2,24,7.0
15,17,2,24,
15,17,2,24,7.0
15,3,2,24,
15,3,2,24,7.0
10,1,2,24,
10,1,2,24,7.0
15,8,2,24,
15,8,2,24,7.0
3,14,2,25,
3,14,2,25,7.0
8,3,2,25,
8,3,2,25,7.0
3,13,2,25,
3,13,2,25,7.0
13,10,2,25,
13,10,2,25,7.0
15,8,2,25,
15,8,2,25,8.0
15,8,2,26,
15,8,2,26,8.0
10,5,2,26,
10,5,2,26,8.0
8,3,2,26,
8,3,2,26,8.0
5,10,2,26,
5,10,2,26,8.0
3,5,2,27,
3,5,2,27,8.0
8,6,2,27,
8,6,2,27,8.0
5,13,2,27,
5,13,2,27,8.0
15,10,2,28,
15,10,2,28,8.0
10,12,2,28,
10,12,2,28,8.0
15,8,2,29,
15,8,2,29,8.0
15,3,2,29,
15,3,2,29,8.0
3,5,2,29,
3,5,2,29,8.0
5,10,2,29,
5,10,2,29,8.0
10,13,2,29,
10,13,2,29,8.0
13,2,2,30,
13,2,2,30,8.0
15,8,2,30,
15,8,2,30,8.0
8,10,2,30,
8,10,2,30,8.0
10,13,2,30,
10,13,2,30,8.0
13,1,2,30,
13,1,2,30,8.0
15,12,2,30,
15,12,2,30,8.0
15,3,2,30,
15,3,2,30,8.0
15,5,2,30,
15,5,2,30,8.0
15,3,2,31,
15,3,2,31,8.0
3,13,2,31,
3,13,2,31,8.0
13,14,2,32,
13,14,2,32,8.0
15,5,2,38,
15,5,2,38,9.0
15,3,2,38,
15,3,2,38,9.0
15,8,2,38,
15,8,2,38,9.0
8,10,2,38,
8,10,2,38,9.0
10,9,2,38,
10,9,2,38,9.0
15,12,2,38,
15,12,2,38,9.0
5,14,2,39,
5,14,2,39,9.0
3,13,2,39,
3,13,2,39,9.0
13,16,2,39,
13,16,2,39,9.0
16,10,2,39,
16,10,2,39,9.0
15,1,2,39,
15,1,2,39,9.0
10,3,2,40,
10,3,2,40,9.0
3,8,2,40,
3,8,2,40,9.0
8,13,2,40,
8,13,2,40,9.0
13,5,2,40,
13,5,2,40,9.0
5,10,2,40,
5,10,2,40,9.0
10,16,2,41,
10,16,2,41,9.0
16,8,2,41,
16,8,2,41,9.0
8,12,2,41,
8,12,2,41,9.0
15,13,2,41,
15,13,2,41,10.0
13,1,2,42,
13,1,2,42,10.0
15,3,2,42,
15,3,2,42,10.0
15,13,2,42,
15,13,2,42,10.0
15,10,2,42,
