wasp_id,cell_id,amt,time,bout_id
36,3,2,75,33.0
7,18,76,2,
7,18,2,76,33.0
38,158,76,2,
38,158,2,76,33.0
46,5,76,1,
46,5,1,76,33.0
37,18,76,2,
37,18,2,76,33.0
50,3,76,1,
50,3,1,76,33.0
39,160,77,2,
39,160,2,77,33.0
13,175,77,2,
13,175,2,77,33.0
42,161,77,2,
42,161,2,77,33.0
12,3,77,2,
12,3,2,77,33.0
14,13,77,2,
14,13,2,77,33.0
9,160,78,2,
9,160,2,78,33.0
6,3,78,2,
6,3,2,78,33.0
37,18,78,2,
37,18,2,78,33.0
26,9,78,2,
26,9,2,78,34.0
50,3,78,2,
50,3,2,78,35.0
0,160,79,2,
0,160,2,79,35.0
18,172,79,2,
18,172,2,79,35.0
51,161,79,1,
51,161,1,79,35.0
13,17,79,1,
13,17,1,79,35.0
14,306,82,2,
14,306,2,82,35.0
24,2,82,2,
24,2,2,82,35.0
46,5,82,1,
46,5,1,82,35.0
0,8,82,2,
0,8,2,82,35.0
22,0,82,2,
22,0,2,82,35.0
12,6,82,2,
12,6,2,82,35.0
50,180,83,2,
50,180,2,83,35.0
18,171,83,2,
18,171,2,83,35.0
51,162,83,2,
51,162,2,83,35.0
23,2,84,2,
23,2,2,84,35.0
37,174,84,2,
37,174,2,84,35.0
42,10,84,2,
42,10,2,84,35.0
46,5,84,2,
46,5,2,84,35.0
7,176,85,2,
7,176,2,85,35.0
10,311,86,1,
10,311,1,86,35.0
33,3,86,2,
33,3,2,86,35.0
13,15,86,2,
13,15,2,86,35.0
12,306,86,2,
12,306,2,86,35.0
7,18,86,2,
7,18,2,86,36.0
49,35,87,2,
49,35,2,87,36.0
22,171,87,2,
22,171,2,87,36.0
20,3,87,2,
20,3,2,87,36.0
50,171,87,2,
50,171,2,87,36.0
7,176,87,1,
7,176,1,87,36.0
53,2,87,1,
53,2,1,87,36.0
29,3,87,2,
29,3,2,87,36.0
43,3,87,2,
43,3,2,87,36.0
37,15,87,2,
37,15,2,87,36.0
9,3,88,2,
9,3,2,88,36.0
46,3,88,2,
46,3,2,88,36.0
13,24,88,2,
13,24,2,88,36.0
37,165,88,2,
37,165,2,88,36.0
6,3,88,2,
6,3,2,88,36.0
55,211,88,2,
55,211,2,88,36.0
32,190,88,2,
32,190,2,88,36.0
33,3,89,2,
33,3,2,89,36.0
7,18,89,2,
7,18,2,89,36.0
8,3,89,2,
8,3,2,89,36.0
46,160,89,2,
46,160,2,89,36.0
20,5,90,2,
20,5,2,90,36.0
50,326,91,2,
50,326,2,91,37.0
3,335,91,2,
3,335,2,91,37.0
18,199,93,2,
18,199,2,93,37.0
13,200,93,1,
13,200,1,93,37.0
52,171,93,2,
52,171,2,93,37.0
29,8,93,2,
29,8,2,93,37.0
44,42,93,2,
44,42,2,93,37.0
38,165,93,2,
38,165,2,93,37.0
35,171,93,2,
35,171,2,93,37.0
37,33,93,2,
37,33,2,93,37.0
7,336,93,2,
7,336,2,93,37.0
17,328,94,2,
17,328,2,94,37.0
8,3,94,2,
8,3,2,94,37.0
22,3,94,2,
22,3,2,94,37.0
50,317,96,2,
50,317,2,96,37.0
20,7,96,2,
20,7,2,96,37.0
6,8,96,2,
6,8,2,96,37.0
35,312,96,2,
35,312,2,96,37.0
0,3,96,2,
0,3,2,96,37.0
52,312,96,2,
52,312,2,96,37.0
46,34,97,2,
46,34,2,97,37.0
36,3,97,2,
36,3,2,97,37.0
32,41,97,2,
32,41,2,97,37.0
51,160,97,2,
51,160,2,97,37.0
14,306,97,2,
14,306,2,97,37.0
7,211,97,2,
7,211,2,97,37.0
24,9,98,2,
24,9,2,98,37.0
52,312,98,2,
52,312,2,98,37.0
46,192,98,2,
46,192,2,98,37.0
49,25,98,1,
49,25,1,98,37.0
38,158,99,2,
38,158,2,99,37.0
43,181,99,1,
43,181,1,99,37.0
17,193,99,2,
17,193,2,99,37.0
42,5,99,2,
42,5,2,99,37.0
39,327,101,2,
39,327,2,101,37.0
14,319,101,1,
14,319,1,101,37.0
33,161,101,2,
33,161,2,101,37.0
42,10,101,1,
42,10,1,101,37.0
49,23,101,2,
49,23,2,101,37.0
37,192,101,2,
37,192,2,101,37.0
46,14,102,2,
46,14,2,102,37.0
52,180,102,2,
52,180,2,102,37.0
17,201,104,2,
17,201,2,104,37.0
55,51,104,2,
55,51,2,104,37.0
52,31,105,2,
52,31,2,105,38.0
37,182,105,2,
37,182,2,105,38.0
0,1,106,2,
0,1,2,106,38.0
55,51,106,1,
55,51,1,106,38.0
22,3,107,2,
22,3,2,107,39.0
9,3,107,2,
9,3,2,107,39.0
54,2,107,2,
54,2,2,107,39.0
3,22,107,2,
3,22,2,107,39.0
32,0,107,2,
32,0,2,107,39.0
38,3,108,2,
38,3,2,108,39.0
14,190,108,2,
14,190,2,108,39.0
46,1,108,1,
46,1,1,108,39.0
13,336,108,2,
13,336,2,108,39.0
49,52,111,2,
49,52,2,111,39.0
32,319,111,2,
32,319,2,111,39.0
3,319,111,2,
3,319,2,111,39.0
15,184,111,2,
15,184,2,111,39.0
37,327,111,2,
37,327,2,111,39.0
46,159,111,2,
46,159,2,111,39.0
33,3,111,2,
33,3,2,111,39.0
14,319,112,2,
14,319,2,112,39.0
55,210,112,2,
55,210,2,112,39.0
7,190,112,2,
7,190,2,112,39.0
24,160,112,2,
24,160,2,112,39.0
26,174,112,2,
26,174,2,112,39.0
42,2,113,2,
42,2,2,113,39.0
54,160,113,2,
54,160,2,113,39.0
52,312,113,2,
52,312,2,113,39.0
15,175,114,2,
15,175,2,114,39.0
15,310,118,2,
15,310,2,118,40.0
55,325,118,2,
55,325,2,118,40.0
5,158,118,2,
5,158,2,118,40.0
19,52,119,2,
19,52,2,119,40.0
35,316,119,2,
35,316,2,119,40.0
33,161,119,2,
33,161,2,119,40.0
49,180,119,2,
49,180,2,119,40.0
46,171,119,2,
46,171,2,119,40.0
6,3,119,2,
6,3,2,119,40.0
7,310,119,2,
7,310,2,119,40.0
0,3,119,1,
0,3,1,119,40.0
42,3,119,2,
42,3,2,119,40.0
29,2,120,2,
29,2,2,120,40.0
54,171,120,2,
54,171,2,120,40.0
37,317,120,2,
37,317,2,120,40.0
14,311,120,2,
14,311,2,120,40.0
55,317,120,2,
55,317,2,120,40.0
36,165,120,2,
36,165,2,120,40.0
38,3,121,2,
38,3,2,121,40.0
49,190,121,1,
49,190,1,121,40.0
9,3,122,2,
9,3,2,122,40.0
0,3,122,2,
0,3,2,122,40.0
46,189,122,2,
46,189,2,122,40.0
36,1,123,2,
36,1,2,123,40.0
23,3,124,2,
23,3,2,124,40.0
0,3,124,2,
0,3,2,124,40.0
6,160,124,2,
6,160,2,124,40.0
42,4,124,2,
42,4,2,124,40.0
8,3,124,1,
8,3,1,124,40.0
5,165,124,2,
5,165,2,124,41.0
46,190,125,1,
46,190,1,125,41.0
25,158,126,1,
25,158,1,126,41.0
51,159,126,2,
51,159,2,126,41.0
39,5,126,2,
39,5,2,126,41.0
22,173,127,2,
22,173,2,127,41.0
20,3,127,2,
20,3,2,127,41.0
5,158,127,2,
5,158,2,127,41.0
36,3,127,2,
36,3,2,127,41.0
42,161,127,2,
42,161,2,127,41.0
43,16,127,2,
43,16,2,127,41.0
29,161,128,2,
29,161,2,128,41.0
39,5,128,1,
39,5,1,128,41.0
0,161,128,2,
0,161,2,128,41.0
31,184,128,2,
31,184,2,128,41.0
25,171,129,2,
25,171,2,129,41.0
5,158,130,2,
5,158,2,130,41.0
37,318,134,2,
37,318,2,134,41.0
22,3,135,2,
22,3,2,135,41.0
36,3,135,1,
36,3,1,135,41.0
33,3,136,1,
33,3,1,136,41.0
25,172,136,2,
25,172,2,136,41.0
41,26,137,2,
41,26,2,137,41.0
41,43,141,2,
