wasp_id,cell_id,amt,time,bout_id
19,2,15,2,
19,2,2,15,3.0
51,165,15,2,
51,165,2,15,4.0
5,175,15,2,
5,175,2,15,4.0
17,3,15,1,
17,3,1,15,4.0
18,7,15,2,
18,7,2,15,4.0
31,167,15,2,
31,167,2,15,4.0
0,10,16,2,
0,10,2,16,4.0
53,172,16,2,
53,172,2,16,5.0
7,24,16,2,
7,24,2,16,5.0
57,7,16,1,
57,7,1,16,6.0
19,2,17,2,
19,2,2,17,6.0
37,165,17,1,
37,165,1,17,6.0
45,165,17,2,
45,165,2,17,6.0
0,18,18,2,
0,18,2,18,8.0
64,4,18,2,
64,4,2,18,8.0
63,2,18,1,
63,2,1,18,8.0
37,14,19,2,
37,14,2,19,10.0
31,175,19,2,
31,175,2,19,10.0
8,16,19,2,
8,16,2,19,10.0
66,171,19,2,
66,171,2,19,10.0
51,2,19,2,
51,2,2,19,10.0
54,166,19,2,
54,166,2,19,10.0
19,2,19,2,
19,2,2,19,10.0
63,2,20,1,
63,2,1,20,11.0
10,24,20,2,
10,24,2,20,11.0
5,18,20,2,
5,18,2,20,11.0
7,172,20,1,
7,172,1,20,11.0
17,166,20,2,
17,166,2,20,12.0
57,2,20,2,
57,2,2,20,12.0
45,2,20,2,
45,2,2,20,12.0
3,160,21,2,
3,160,2,21,12.0
6,174,21,2,
6,174,2,21,12.0
64,4,21,2,
64,4,2,21,12.0
55,158,21,2,
55,158,2,21,13.0
18,164,22,2,
18,164,2,22,13.0
19,2,22,2,
19,2,2,22,13.0
63,2,22,2,
63,2,2,22,13.0
8,172,22,2,
8,172,2,22,13.0
51,2,22,2,
51,2,2,22,13.0
10,15,22,2,
10,15,2,22,13.0
69,158,22,2,
69,158,2,22,13.0
53,22,23,2,
53,22,2,23,13.0
45,2,23,1,
45,2,1,23,13.0
56,0,23,2,
56,0,2,23,13.0
6,175,23,2,
6,175,2,23,13.0
17,7,24,2,
17,7,2,24,14.0
63,2,24,2,
63,2,2,24,14.0
19,2,24,1,
19,2,1,24,15.0
54,2,24,2,
54,2,2,24,15.0
