giver,receiver,amt,time,bout_id
40,0,2,2,
40,0,2,2,2.0
1,4,2,2,
1,4,2,2,2.0
40,21,2,2,
40,21,2,2,2.0
40,31,2,2,
40,31,2,2,2.0
40,14,2,2,
40,14,2,2,2.0
40,33,2,2,
40,33,2,2,2.0
21,12,2,2,
21,12,2,2,2.0
14,26,2,2,
14,26,2,2,2.0
26,37,2,3,
26,37,2,3,2.0
40,22,2,3,
40,22,2,3,2.0
37,11,2,3,
37,11,2,3,2.0
1,21,2,3,
1,21,2,3,2.0
1,25,2,3,
1,25,2,3,2.0
1,2,2,3,
1,2,2,3,2.0
1,3,2,3,
1,3,2,3,2.0
21,26,2,3,
21,26,2,3,2.0
26,8,2,3,
26,8,2,3,2.0
40,23,2,3,
40,23,2,3,2.0
23,15,2,3,
23,15,2,3,2.0
15,13,2,3,
15,13,2,3,2.0
40,14,2,4,
40,14,2,4,2.0
40,37,2,4,
40,37,2,4,2.0
40,33,2,4,
40,33,2,4,2.0
40,23,2,4,
40,23,2,4,2.0
14,21,2,4,
14,21,2,4,3.0
31,19,2,4,
31,19,2,4,3.0
40,4,2,4,
40,4,2,4,3.0
21,27,2,4,
21,27,2,4,3.0
1,26,2,4,
1,26,2,4,3.0
26,35,2,4,
26,35,2,4,3.0
35,44,2,4,
35,44,2,4,3.0
23,21,2,5,
23,21,2,5,3.0
37,31,2,5,
37,31,2,5,3.0
1,12,2,5,
1,12,2,5,3.0
1,37,2,5,
1,37,2,5,4.0
31,23,2,5,
31,23,2,5,4.0
23,26,2,5,
23,26,2,5,4.0
21,8,2,5,
21,8,2,5,4.0
30,27,2,6,
30,27,2,6,4.0
30,35,2,6,
30,35,2,6,4.0
35,2,2,6,
35,2,2,6,4.0
30,14,2,6,
30,14,2,6,4.0
14,11,2,6,
14,11,2,6,4.0
26,15,2,6,
26,15,2,6,4.0
15,23,2,6,
15,23,2,6,4.0
30,26,2,6,
30,26,2,6,4.0
30,37,2,6,
30,37,2,6,4.0
37,33,2,6,
37,33,2,6,4.0
23,21,2,6,
23,21,2,6,4.0
26,31,2,7,
26,31,2,7,4.0
21,26,2,7,
21,26,2,7,4.0
31,6,2,7,
31,6,2,7,4.0
26,14,2,7,
26,14,2,7,4.0
14,8,2,7,
14,8,2,7,4.0
30,15,2,7,
30,15,2,7,5.0
30,35,2,8,
30,35,2,8,5.0
30,26,1,8,
30,26,1,8,5.0
35,0,2,8,
35,0,2,8,5.0
26,21,1,8,
26,21,1,8,5.0
21,23,1,8,
21,23,1,8,5.0
23,37,1,8,
23,37,1,8,5.0
37,35,1,8,
37,35,1,8,5.0
35,36,1,8,
35,36,1,8,5.0
30,12,2,9,
30,12,2,9,6.0
30,23,2,9,
30,23,2,9,6.0
23,15,2,9,
23,15,2,9,6.0
30,6,2,10,
30,6,2,10,6.0
15,21,2,10,
15,21,2,10,6.0
21,23,2,10,
21,23,2,10,6.0
30,11,2,10,
30,11,2,10,6.0
23,35,2,10,
23,35,2,10,6.0
35,15,2,10,
35,15,2,10,6.0
40,37,2,10,
40,37,2,10,6.0
40,28,2,11,
40,28,2,11,6.0
40,26,2,11,
40,26,2,11,6.0
37,27,2,11,
37,27,2,11,6.0
26,21,2,11,
26,21,2,11,6.0
15,23,2,11,
15,23,2,11,6.0
23,12,2,11,
23,12,2,11,6.0
21,31,2,11,
21,31,2,11,6.0
40,36,2,12,
40,36,2,12,6.0
40,0,2,12,
40,0,2,12,6.0
31,20,2,12,
31,20,2,12,6.0
40,35,2,12,
40,35,2,12,6.0
35,44,2,12,
35,44,2,12,6.0
1,21,2,13,
1,21,2,13,7.0
1,27,2,13,
1,27,2,13,7.0
21,11,2,13,
21,11,2,13,8.0
1,15,2,13,
1,15,2,13,8.0
1,12,2,13,
1,12,2,13,8.0
40,14,2,13,
40,14,2,13,8.0
15,26,2,13,
15,26,2,13,8.0
30,37,2,13,
30,37,2,13,9.0
40,31,2,14,
40,31,2,14,9.0
26,0,2,14,
26,0,2,14,9.0
1,26,2,14,
1,26,2,14,9.0
37,18,2,14,
37,18,2,14,9.0
30,35,2,14,
30,35,2,14,9.0
40,6,1,14,
40,6,1,14,9.0
30,21,2,14,
30,21,2,14,9.0
21,20,2,14,
21,20,2,14,9.0
31,37,2,14,
31,37,2,14,9.0
40,27,2,15,
40,27,2,15,9.0
30,26,2,15,
30,26,2,15,9.0
37,21,2,15,
37,21,2,15,9.0
26,35,2,15,
26,35,2,15,9.0
30,12,2,15,
30,12,2,15,9.0
40,37,2,15,
40,37,2,15,9.0
40,12,2,15,
40,12,2,15,9.0
35,26,2,15,
35,26,2,15,9.0
26,36,2,15,
26,36,2,15,9.0
40,11,2,16,
40,11,2,16,9.0
37,31,2,16,
37,31,2,16,9.0
40,14,2,16,
40,14,2,16,9.0
31,37,2,16,
31,37,2,16,9.0
40,11,2,16,
40,11,2,16,10.0
14,26,2,16,
14,26,2,16,10.0
30,7,2,16,
30,7,2,16,10.0
37,23,2,16,
37,23,2,16,10.0
7,13,2,16,
7,13,2,16,10.0
30,37,2,17,
30,37,2,17,10.0
37,35,2,17,
37,35,2,17,10.0
35,21,2,17,
35,21,2,17,10.0
21,39,2,17,
21,39,2,17,10.0
30,27,2,17,
30,27,2,17,10.0
30,14,2,17,
30,14,2,17,10.0
14,15,2,18,
14,15,2,18,10.0
15,35,2,18,
15,35,2,18,10.0
35,6,2,18,
35,6,2,18,10.0
30,37,2,18,
30,37,2,18,10.0
37,0,2,18,
37,0,2,18,10.0
30,26,2,18,
30,26,2,18,11.0
30,27,1,19,
30,27,1,19,11.0
26,35,2,19,
26,35,2,19,11.0
35,23,2,19,
35,23,2,19,11.0
23,13,2,19,
23,13,2,19,11.0
1,11,2,19,
1,11,2,19,11.0
1,12,2,19,
1,12,2,19,11.0
1,15,2,20,
1,15,2,20,11.0
15,6,2,20,
15,6,2,20,11.0
1,14,2,20,
1,14,2,20,11.0
14,35,2,20,
14,35,2,20,11.0
35,39,2,20,
35,39,2,20,11.0
1,31,2,20,
1,31,2,20,11.0
31,23,2,20,
31,23,2,20,11.0
23,17,2,21,
23,17,2,21,12.0
1,21,2,21,
1,21,2,21,12.0
1,23,2,21,
1,23,2,21,12.0
21,14,2,21,
21,14,2,21,12.0
1,12,2,21,
1,12,2,21,12.0
1,35,2,21,
1,35,2,21,12.0
35,37,2,21,
35,37,2,21,12.0
37,27,2,21,
37,27,2,21,12.0
23,7,2,21,
23,7,2,21,12.0
7,10,2,21,
7,10,2,21,12.0
1,13,2,21,
1,13,2,21,12.0
1,26,2,21,
1,26,2,21,12.0
14,15,2,21,
14,15,2,21,12.0
1,14,1,22,
1,14,1,22,12.0
26,20,2,22,
26,20,2,22,12.0
1,38,2,22,
1,38,2,22,12.0
14,21,1,22,
14,21,1,22,12.0
21,23,1,22,
21,23,1,22,12.0
23,6,1,23,
23,6,1,23,12.0
1,43,1,23,
1,43,1,23,12.0
38,7,2,23,
38,7,2,23,12.0
7,11,2,23,
7,11,2,23,12.0
43,37,1,23,
43,37,1,23,12.0
37,35,1,23,
37,35,1,23,12.0
35,17,1,23,
35,17,1,23,13.0
30,23,2,23,
30,23,2,23,13.0
23,26,2,23,
23,26,2,23,13.0
30,22,1,23,
30,22,1,23,13.0
26,10,2,23,
26,10,2,23,13.0
30,14,2,24,
30,14,2,24,14.0
30,26,2,24,
30,26,2,24,14.0
30,21,2,24,
30,21,2,24,14.0
21,27,2,24,
21,27,2,24,14.0
30,31,2,24,
30,31,2,24,14.0
30,39,2,25,
30,39,2,25,14.0
14,9,2,25,
14,9,2,25,14.0
26,16,2,25,
26,16,2,25,14.0
31,36,2,25,
31,36,2,25,14.0
30,31,2,25,
30,31,2,25,14.0
30,37,2,25,
30,37,2,25,14.0
37,11,2,25,
37,11,2,25,14.0
31,43,2,25,
31,43,2,25,14.0
9,23,2,26,
9,23,2,26,14.0
23,26,2,26,
23,26,2,26,14.0
26,7,2,26,
26,7,2,26,14.0
7,12,2,26,
7,12,2,26,14.0
30,38,2,26,
30,38,2,26,14.0
30,38,2,26,
30,38,2,26,14.0
38,39,2,27,
38,39,2,27,14.0
30,43,2,27,
30,43,2,27,14.0
43,13,2,27,
43,13,2,27,14.0
38,9,2,27,
38,9,2,27,14.0
30,26,2,27,
30,26,2,27,14.0
30,15,2,27,
30,15,2,27,14.0
15,27,2,27,
15,27,2,27,14.0
30,35,2,28,
30,35,2,28,14.0
35,38,2,28,
35,38,2,28,14.0
30,43,2,28,
30,43,2,28,14.0
38,21,2,28,
38,21,2,28,14.0
21,23,2,28,
21,23,2,28,14.0
43,22,2,28,
43,22,2,28,14.0
30,6,2,28,
30,6,2,28,14.0
23,16,2,28,
23,16,2,28,14.0
30,7,2,28,
30,7,2,28,14.0
7,43,2,28,
7,43,2,28,14.0
43,11,2,28,
43,11,2,28,14.0
1,35,2,29,
1,35,2,29,14.0
1,7,2,30,
1,7,2,30,15.0
1,15,2,30,
1,15,2,30,15.0
15,34,2,30,
15,34,2,30,15.0
35,39,2,30,
35,39,2,30,15.0
1,26,2,30,
1,26,2,30,15.0
7,12,2,30,
7,12,2,30,15.0
30,27,2,30,
30,27,2,30,15.0
30,31,2,30,
30,31,2,30,15.0
30,38,1,30,
30,38,1,30,15.0
38,37,1,30,
38,37,1,30,15.0
31,9,2,30,
31,9,2,30,15.0
26,35,2,30,
26,35,2,30,15.0
30,14,2,31,
30,14,2,31,15.0
30,9,1,31,
30,9,1,31,15.0
9,15,1,31,
9,15,1,31,15.0
15,38,1,31,
15,38,1,31,15.0
14,7,2,31,
14,7,2,31,15.0
7,21,2,31,
7,21,2,31,15.0
1,16,2,31,
1,16,2,31,16.0
21,26,2,31,
21,26,2,31,16.0
1,33,1,31,
1,33,1,31,16.0
38,13,1,32,
38,13,1,32,16.0
