giver,receiver,amt,time,bout_id
1,0,2,1,
1,0,2,1,1.0
0,9,2,1,
0,9,2,1,1.0
9,6,2,1,
9,6,2,1,1.0
6,26,2,1,
6,26,2,1,1.0
26,8,2,1,
26,8,2,1,1.0
8,44,2,1,
8,44,2,1,1.0
1,20,2,1,
1,20,2,1,1.0
1,26,1,2,
1,26,1,2,1.0
26,8,1,2,
26,8,1,2,1.0
8,22,1,2,
8,22,1,2,1.0
22,23,1,2,
22,23,1,2,1.0
23,42,1,2,
23,42,1,2,1.0
1,6,2,2,
1,6,2,2,2.0
6,9,2,2,
6,9,2,2,2.0
1,18,2,2,
1,18,2,2,2.0
1,13,1,2,
1,13,1,2,2.0
21,14,2,2,
21,14,2,2,3.0
9,4,2,2,
9,4,2,2,3.0
42,51,1,3,
42,51,1,3,3.0
21,14,1,3,
21,14,1,3,3.0
51,42,1,3,
51,42,1,3,3.0
42,9,1,3,
42,9,1,3,3.0
9,26,1,3,
9,26,1,3,4.0
26,0,1,3,
26,0,1,3,4.0
0,8,1,3,
0,8,1,3,4.0
1,23,2,3,
1,23,2,3,4.0
23,48,2,3,
23,48,2,3,4.0
8,46,1,4,
8,46,1,4,4.0
1,22,2,4,
1,22,2,4,4.0
22,13,2,4,
22,13,2,4,4.0
1,41,2,4,
1,41,2,4,4.0
1,40,2,4,
1,40,2,4,4.0
1,6,2,4,
1,6,2,4,4.0
6,0,2,4,
6,0,2,4,4.0
0,23,2,4,
0,23,2,4,4.0
1,19,2,4,
1,19,2,4,4.0
23,20,2,4,
23,20,2,4,4.0
20,26,2,4,
20,26,2,4,4.0
26,44,2,5,
26,44,2,5,4.0
21,22,2,5,
21,22,2,5,4.0
21,8,2,5,
21,8,2,5,4.0
8,29,2,5,
8,29,2,5,4.0
21,6,1,5,
21,6,1,5,4.0
22,17,2,5,
22,17,2,5,4.0
6,0,1,5,
6,0,1,5,4.0
1,18,2,5,
1,18,2,5,5.0
1,22,2,6,
1,22,2,6,5.0
22,13,2,6,
22,13,2,6,5.0
0,9,1,6,
0,9,1,6,5.0
1,26,1,6,
1,26,1,6,6.0
26,31,1,6,
26,31,1,6,6.0
21,53,2,6,
21,53,2,6,6.0
21,20,1,6,
21,20,1,6,6.0
9,50,1,6,
9,50,1,6,6.0
1,0,2,6,
1,0,2,6,7.0
1,51,2,6,
1,51,2,6,7.0
0,40,2,6,
0,40,2,6,7.0
20,23,1,6,
20,23,1,6,7.0
1,8,2,6,
1,8,2,6,7.0
8,20,2,7,
8,20,2,7,7.0
20,32,2,7,
20,32,2,7,7.0
1,22,2,7,
1,22,2,7,7.0
22,42,2,7,
22,42,2,7,7.0
42,9,2,7,
42,9,2,7,8.0
23,4,1,7,
23,4,1,7,9.0
27,5,2,7,
27,5,2,7,9.0
9,0,2,7,
9,0,2,7,9.0
1,14,2,7,
1,14,2,7,9.0
27,6,2,7,
27,6,2,7,9.0
27,26,2,8,
27,26,2,8,9.0
6,20,2,8,
6,20,2,8,9.0
26,22,2,8,
26,22,2,8,9.0
22,6,2,8,
22,6,2,8,9.0
27,50,2,8,
27,50,2,8,9.0
1,40,1,8,
1,40,1,8,9.0
20,51,2,8,
20,51,2,8,9.0
0,23,2,8,
0,23,2,8,9.0
6,42,2,8,
6,42,2,8,9.0
21,7,2,8,
21,7,2,8,9.0
51,13,2,8,
51,13,2,8,9.0
23,19,2,8,
23,19,2,8,9.0
21,26,1,9,
21,26,1,9,9.0
26,20,1,9,
26,20,1,9,9.0
20,22,1,9,
20,22,1,9,9.0
22,51,1,9,
22,51,1,9,9.0
51,14,1,9,
51,14,1,9,9.0
29,35,2,9,
29,35,2,9,9.0
21,52,2,9,
21,52,2,9,10.0
21,32,2,9,
21,32,2,9,10.0
21,31,2,10,
21,31,2,10,10.0
21,0,2,10,
21,0,2,10,10.0
0,22,2,10,
0,22,2,10,10.0
21,11,2,10,
21,11,2,10,10.0
22,51,2,10,
